数据来源,车辆全称,品牌车系,新车的价格,二手车的成交价,车况校正价,使用年限,车辆评级,车辆大类,车辆小类,车辆属性,城市,行驶里程,残值率,rounded_year
优信拍,长安凯程 欧诺S 2012款 1.5L手动 豪华型,长安凯程-欧诺,6.09,0.46,0.43,11.58,优,MPV,紧凑型车,国产,广州,10.84,0.070607553366174,12.0
有辆,现代 途胜 2006款 2.0 手自一体 两驱舒适型,现代-途胜,18.38,0.47,0.47,18.08,中,SUV,紧凑型车,合资,青岛,30.8,0.0255712731229597,18.0
有辆,现代 ix25 2015款 1.6 手自一体 GLS 两驱智能型,现代-ix25,14.28,2.06,2.35,9.42,差,SUV,小型车,合资,福州,23.0,0.1645658263305322,9.0
优信拍,丰田 雷凌 2023款 智能电混双擎 1.8L 自动 运动版,丰田-雷凌,13.38,7.14,6.53,2.0,优,轿车,紧凑型车,合资,中山,1.63,0.4880418535127055,2.0
有辆,福特 锐界 2015款 2.0GTDi 手自一体 四驱豪锐型,福特-锐界,31.98,3.5,4.0,9.92,差,SUV,中型车,合资,曲靖,17.6,0.1250781738586616,10.0
优信拍,比亚迪 秦PLUS 2021款 1.5 自动 DM-i 55KM 旗舰型,比亚迪-秦,14.58,3.54,3.54,2.92,中,轿车,紧凑型车,国产,金华,16.34,0.242798353909465,3.0
优信拍,现代 瑞纳三厢 2014款 1.4 自动 GLS智能型,现代-瑞纳,8.69,1.2,1.2,11.0,中,轿车,小型车,合资,惠州,16.05,0.1380897583429229,11.0
优信拍,比亚迪 海鸥 2023款 自由版,比亚迪-海鸥,8.38,4.0,4.57,1.67,差,轿车,小型车,国产,成都,4.72,0.5453460620525059,2.0
优信拍,荣威 RX5新能源 2020款 1.5T 自动 ePLUS 国潮荣麟旗舰版,荣威-RX5,16.58,3.88,3.55,4.58,优,SUV,紧凑型车,国产,上海,11.54,0.2141133896260555,5.0
优信拍,比亚迪 元PLUS 2023款 冠军版 510KM 超越型,比亚迪-元,14.58,8.0,7.32,1.08,优,SUV,紧凑型车,国产,聊城,0.61,0.5020576131687243,1.0
优信拍,现代 瑞纳三厢 2014款 1.4 手动 GLS智能型,现代-瑞纳,7.89,1.0,1.0,10.42,中,轿车,小型车,合资,沧州,12.53,0.1267427122940431,10.0
优信拍,哈弗 哈弗H5 2023款 2.0T 自动 四驱领英 汽油,哈弗-H5,15.78,8.07,8.07,1.92,中,SUV,大型车,国产,张家口,1.68,0.5114068441064639,2.0
有辆,起亚 智跑 2011款 2.4 手自一体 四驱 GLS,起亚-智跑,24.98,1.6,1.6,14.25,中,SUV,紧凑型车,合资,昆明,10.0,0.0640512409927942,14.0
优信拍,本田 凌派 2016款 1.8 手动 豪华版,本田-凌派,10.98,2.13,2.13,9.0,中,轿车,紧凑型车,合资,襄阳,10.32,0.1939890710382513,9.0
有辆,菲亚特 菲翔 2012款 1.4T 双离合 畅享版,菲亚特-菲翔,13.38,0.57,0.57,10.83,中,轿车,紧凑型车,合资,长沙,22.2,0.0426008968609865,11.0
优信拍,现代 伊兰特三厢 2022款 1.5L 自动 CVT LUX黑骑士限量版,现代-伊兰特,12.38,4.05,4.63,3.5,差,轿车,紧凑型车,合资,东莞,5.05,0.3739903069466881,4.0
优信拍,奥迪 A4L 2020款 2.0T 自动 40TFSI豪华动感型四驱,奥迪-A4,34.38,11.72,11.72,4.33,中,轿车,中型车,合资,无锡,5.72,0.3408958696916812,4.0
优信拍,雪铁龙 C3-XR 2015款 1.6 手动 先锋型,雪铁龙-C3-XR,11.78,1.01,1.01,9.67,中,SUV,小型车,合资,杭州,6.33,0.0857385398981324,10.0
优信拍,本田 飞度两厢 2007款 1.5 手动 标准型,本田-飞度,10.38,0.32,0.29,17.42,优,轿车,小型车,合资,昆明,9.86,0.0279383429672447,17.0
优信拍,本田 杰德 2013款 1.8 自动 舒适型5座,本田-杰德,16.28,2.56,2.93,11.58,差,轿车,紧凑型车,合资,长春,0.0,0.1799754299754299,12.0
有辆,丰田 皇冠 2006款 2.5 手自一体 Royal,丰田-皇冠,36.98,1.4,1.6,17.83,差,轿车,中大型车,合资,泉州,17.0,0.0432666306111411,18.0
优信拍,现代 索纳塔 2014款 2.0 自动 DLX尊贵版,现代-索纳塔,19.89,2.5,2.5,10.42,中,轿车,中型车,合资,邯郸,13.6,0.1256913021618904,10.0
有辆,本田 飞度 2014款 1.5 手动 LX 舒适型,本田-飞度,7.38,1.6,1.83,9.83,差,轿车,小型车,合资,济南,19.86,0.2479674796747967,10.0
优信拍,大众 POLO两厢 2016款 1.4 手动 风尚型,大众-POLO,7.59,1.5,1.5,9.25,中,轿车,小型车,合资,成都,7.9,0.1976284584980237,9.0
优信拍,比亚迪 F3 2018款 1.5 手动 经典型,比亚迪-F3,4.39,0.52,0.48,6.75,优,轿车,紧凑型车,国产,北京,6.66,0.1093394077448747,7.0
有辆,雪佛兰 迈锐宝 2013款 1.6T 手自一体 SL 舒适版,雪佛兰-迈锐宝,18.19,0.91,0.91,11.58,中,轿车,中型车,合资,大连,17.31,0.0500274876305662,12.0
有辆,标致 308 2013款 1.6 手动 优尚型,标致-308,10.59,0.31,0.35,11.17,差,轿车,紧凑型车,合资,长沙,18.44,0.0330500472143531,11.0
优信拍,日产 轩逸 2019款 1.6 自动 经典XE舒适版,日产-轩逸,10.86,3.31,3.31,5.08,中,轿车,紧凑型车,合资,成都,7.99,0.3047882136279926,5.0
优信拍,长安 CS55 2018款 1.5T 手动 炫色型,长安-CS55,9.09,2.4,2.4,6.5,中,SUV,紧凑型车,国产,安康,10.34,0.264026402640264,6.0
优信拍,比亚迪 S6 2011款 2.4 自动 尊享型,比亚迪-S6,13.09,0.45,0.42,14.0,优,SUV,紧凑型车,国产,大连,17.46,0.0320855614973262,14.0
优信拍,岚图汽车 岚图FREE 2025款 318 259km 四驱探索版,岚图-FREE,26.69,14.45,14.45,1.33,中,SUV,中大型车,国产,武汉,1.53,0.5414012738853503,1.0
优信拍,哈弗 哈弗H1 2015款 1.5 手动 豪华型,哈弗-H1,7.29,0.87,0.87,9.92,中,SUV,小型车,国产,南京,7.8,0.1193415637860082,10.0
优信拍,比亚迪 秦新能源 2018款 EV450智联锋尚型 纯电动,比亚迪-秦,25.065,2.52,2.52,6.58,中,轿车,紧凑型车,国产,北京,14.75,0.1005385996409335,7.0
有辆,福特 翼虎 2013款 1.6GTDi 手自一体 两驱舒适型,福特-翼虎,19.38,1.0,1.0,11.92,中,SUV,紧凑型车,合资,泉州,15.0,0.0515995872033023,12.0
有辆,本田 第九代雅阁 2015款 2.0 无级 LX 舒适版,本田-雅阁,18.98,4.4,5.03,9.5,差,轿车,中型车,合资,广州,12.56,0.2650158061116965,10.0
优信拍,日产 天籁 2008款 2.0 自动 XL舒适版,日产-天籁,19.98,1.48,1.48,14.58,中,轿车,中型车,合资,大连,9.68,0.074074074074074,15.0
优信拍,奔驰 C级 2021款 1.5T 自动 C200L时尚型运动版,奔驰-C级,31.98,16.41,16.41,3.92,中,轿车,中型车,合资,成都,3.33,0.5131332082551595,4.0
有辆,大众 帕萨特 2014款 1.8TSI 双离合 尊雅版,大众-帕萨特,20.38,2.95,2.95,10.67,中,轿车,中型车,合资,北京,20.3,0.1447497546614328,11.0
优信拍,日产 奇骏 2019款 2.0 自动 舒适版前驱,日产-奇骏,20.48,5.5,5.5,6.58,中,SUV,紧凑型车,合资,石家庄,13.31,0.2685546875,7.0
优信拍,大众 速腾 2017款 1.6 自动 舒适型,大众-速腾,15.08,3.9,4.46,8.5,差,轿车,紧凑型车,合资,长春,12.33,0.2957559681697613,8.0
优信拍,大众 捷达 2017款 1.5 自动 时尚型,大众-捷达,9.56,1.3,1.49,6.92,差,轿车,紧凑型车,合资,济南,11.85,0.155857740585774,7.0
优信拍,方程豹 豹5 2023款 云辇旗舰版,方程豹-豹5,35.28,21.03,19.24,1.5,优,SUV,中型车,国产,呼和浩特,0.27,0.5453514739229024,2.0
优信拍,标致 2008 2014款 1.6 自动 时尚版,标致-2008,12.17,1.28,1.28,10.25,中,SUV,小型车,合资,南京,16.45,0.105176663927691,10.0
优信拍,别克 昂科威Plus 2020款 1.5T 自动 20T精英型前驱,别克-昂科威,23.59,6.32,5.78,4.92,优,SUV,中型车,合资,深圳,8.39,0.24501907587961,5.0
优信拍,丰田 RAV4荣放 2013款 特享版 2.0L 自动 精英,丰田-RAV4,20.98,2.19,2.5,12.17,差,SUV,紧凑型车,合资,成都,20.65,0.1191611058150619,12.0
优信拍,日产 骐达 2011款 1.6 自动 智能型,日产-骐达,11.53,1.85,1.85,11.83,中,轿车,紧凑型车,合资,成都,17.05,0.1604509973980919,12.0
有辆,大众 宝来 2016款 1.6 手动 舒适型,大众-宝来,11.98,2.34,2.34,8.58,中,轿车,紧凑型车,合资,大连,12.58,0.1953255425709515,9.0
优信拍,大众 途观 2015款 1.8T 自动 舒适版前驱,大众-途观,24.58,3.87,3.87,9.33,中,SUV,紧凑型车,合资,上海,11.98,0.1574450772986168,9.0
优信拍,哈弗 哈弗H6 2021款 1.5T 自动 第三代两驱Pro,哈弗-H6,11.9,4.79,4.79,4.17,中,SUV,紧凑型车,国产,天津,5.44,0.4025210084033613,4.0
优信拍,东风风行 菱智 2019款 1.6 手动 V3标准型2座 国V,风行-菱智,6.39,1.53,1.53,4.75,中,MPV,中型车,国产,深圳,7.77,0.2394366197183098,5.0
有辆,日产 骐达 2019款 1.6 无级 智行版,日产-骐达,12.59,3.8,3.8,5.42,中,轿车,紧凑型车,合资,南昌,4.6,0.3018268467037331,5.0
优信拍,大众 凌渡 2021款 改款 1.4T 自动 280TSI DSG舒适版,大众-凌渡,17.69,8.13,8.13,3.25,中,轿车,紧凑型车,合资,杭州,4.08,0.4595816845675523,3.0
优信拍,东风风神 风神AX7 2020款 1.6T 自动 AI领航型 国VI,风神-AX7,12.39,3.81,3.49,5.42,优,SUV,紧凑型车,国产,东莞,5.71,0.2816787732041969,5.0
有辆,吉利 缤瑞 2018款 1.4T 无级 14T 缤致版,吉利-缤瑞,9.68,2.15,2.15,6.58,中,轿车,紧凑型车,国产,南昌,5.0,0.2221074380165289,7.0
有辆,风光 风光580 2016款 1.8 手动 舒适型,风光-风光,7.9,0.68,0.68,8.75,中,SUV,中型车,国产,常德,14.21,0.0860759493670886,9.0
优信拍,五菱汽车 宏光 2013款 1.2 手动 S舒适型5-8座,五菱-宏光,6.18,0.5,0.57,11.58,差,MPV,微型车,国产,西安,17.31,0.0922330097087378,12.0
优信拍,比亚迪 海鸥 2023款 自由版,比亚迪-海鸥,8.38,3.65,3.65,1.92,中,轿车,小型车,国产,天津,4.01,0.4355608591885441,2.0
优信拍,大众 CC 2013款 1.8T 自动 豪华型,大众-CC,25.28,3.89,3.89,12.17,中,轿车,中型车,合资,嘉兴,10.61,0.153876582278481,12.0
优信拍,本田 凌派 2019款 1.0T 自动 180Turbo舒适版 国VI,本田-凌派,10.98,3.1,3.54,4.25,差,轿车,紧凑型车,合资,成都,15.05,0.3224043715846994,4.0
优信拍,比亚迪 F3 2018款 1.5 手动 经典型,比亚迪-F3,4.39,0.9,0.9,7.17,中,轿车,紧凑型车,国产,天津,3.86,0.2050113895216401,7.0
优信拍,丰田 卡罗拉 2014款 1.6 自动 GL-i,丰田-卡罗拉,13.68,2.73,2.73,10.83,中,轿车,紧凑型车,合资,朝阳,17.54,0.1995614035087719,11.0
优信拍,大众 速腾 2012款 1.4T 自动 豪华型,大众-速腾,15.58,1.08,1.23,12.42,差,轿车,紧凑型车,合资,哈尔滨,23.94,0.0789473684210526,12.0
优信拍,大众 途观 2013款 1.8T 自动 豪华版四驱,大众-途观,27.68,2.8,2.8,10.17,中,SUV,紧凑型车,合资,上海,22.71,0.1011560693641618,10.0
有辆,福特 福睿斯 2015款 1.5 手自一体 舒适型,福特-福睿斯,10.78,1.29,1.47,9.42,差,轿车,紧凑型车,合资,重庆,11.82,0.1363636363636363,9.0
有辆,雪佛兰 科鲁兹 2013款 1.8 手自一体 SE,雪佛兰-科鲁兹,14.09,0.51,0.58,11.5,差,轿车,紧凑型车,合资,重庆,9.9,0.0411639460610362,12.0
有辆,别克 威朗 2017款 1.5 手自一体 15S 进取型,别克-威朗,13.59,1.28,1.46,8.83,差,轿车,紧凑型车,合资,苏州,23.25,0.1074319352465047,9.0
优信拍,雪铁龙 C5 2014款 1.6T 自动 尊享型,雪铁龙-C5,18.99,2.0,2.0,9.92,中,轿车,中型车,合资,北京,8.19,0.105318588730911,10.0
优信拍,江汽集团 瑞风S3 2014款 1.5 手动 豪华智能型,江淮-瑞风,7.48,0.7,0.64,9.92,优,SUV,小型车,国产,深圳,4.74,0.0855614973262032,10.0
优信拍,长安 CS75 2017款 1.5T 手动 尚酷版悦享型,长安-CS75,9.38,1.61,1.84,6.67,差,SUV,紧凑型车,国产,济南,9.13,0.1961620469083155,7.0
优信拍,日产 奇骏 2021款 1.5T VC-Turbo 300 CVT 2WD豪华版,日产-奇骏,20.79,7.21,6.6,3.08,优,SUV,紧凑型车,合资,石家庄,3.42,0.3174603174603174,3.0
优信拍,日产 逍客 2019款 2.0 自动 旗舰版,日产-逍客,18.59,5.46,5.46,6.17,中,SUV,紧凑型车,合资,宜春,11.03,0.2937062937062937,6.0
优信拍,福特 翼虎 2013款 1.6T 自动 GTDi精英型四驱,福特-翼虎,23.98,2.47,2.47,11.5,中,SUV,紧凑型车,合资,北京,12.07,0.1030025020850709,12.0
优信拍,荣威 RX5 2021款 PLUS 1.5T 自动 330TGI 国潮智臻版,荣威-RX5,13.88,3.98,3.98,3.92,中,SUV,紧凑型车,国产,揭阳,3.04,0.286743515850144,4.0
优信拍,比亚迪 元PLUS 2022款510KM 旗舰型,比亚迪-元,15.18,7.51,7.51,1.75,中,SUV,紧凑型车,国产,广州,1.84,0.494729907773386,2.0
有辆,大众 途观 2015款 1.8TSI 手自一体 两驱豪华版,大众-途观,25.98,2.9,3.31,9.33,差,SUV,紧凑型车,合资,重庆,10.3,0.1274056966897613,9.0
优信拍,奔驰 E级（进口） 2021款 改款 E 300 自动 运动版 (进口),奔驰-E级,49.78,20.01,20.01,3.67,中,轿车,中大型车,合资,杭州,12.72,0.4019686621132985,4.0
优信拍,别克 英朗三厢 2017款 1.5 自动 15N精英型,别克-英朗,12.69,2.37,2.37,7.58,中,轿车,紧凑型车,合资,宁波,8.73,0.1867612293144208,8.0
有辆,现代 名图 2016款 1.6T 双离合 GLS 智能型,现代-名图,15.98,3.04,3.04,8.33,中,轿车,中型车,合资,威海,8.5,0.1902377972465582,8.0
优信拍,比亚迪 汉 2024款 EV 荣耀版 506KM前驱尊贵型,比亚迪-汉,17.98,11.28,10.32,0.92,优,轿车,中大型车,国产,海口,0.22,0.5739710789766407,1.0
优信拍,本田 凌派 2016款 1.8 自动 豪华版,本田-凌派,13.48,3.5,3.5,7.92,中,轿车,紧凑型车,合资,沈阳,14.92,0.2596439169139465,8.0
优信拍,大众 速腾 2015款 1.6 自动 舒适型,大众-速腾,14.48,3.03,3.03,9.0,中,轿车,紧凑型车,合资,哈尔滨,8.91,0.2092541436464088,9.0
有辆,本田 飞度 2014款 1.5 无级 LX 舒适型,本田-飞度,8.18,2.21,2.21,10.25,中,轿车,小型车,合资,佛山,10.0,0.2701711491442543,10.0
优信拍,大众 帕萨特 2014款 1.8T 自动 御尊版,大众-帕萨特,24.28,1.9,1.9,11.08,中,轿车,中型车,合资,嘉兴,14.29,0.0782537067545304,11.0
优信拍,宝马 3系 2019款 2.0T 自动 320Li时尚型,宝马-3系,34.98,9.7,9.7,6.5,中,轿车,中型车,合资,北京,5.84,0.2773013150371641,6.0
优信拍,大众 朗逸三厢 2013款 1.6 手动 舒适版,大众-朗逸,12.59,0.85,0.85,12.5,中,轿车,紧凑型车,合资,镇江,24.06,0.0675138999205718,12.0
有辆,丰田 花冠 2006款 1.8 手动 GLX-i,丰田-花冠,9.28,0.66,0.66,19.0,中,轿车,紧凑型车,合资,大连,16.53,0.0711206896551724,19.0
优信拍,丰田 卡罗拉 2017款 1.8 自动 领先版双擎 混动 改款,丰田-卡罗拉,15.38,2.57,2.94,7.33,差,轿车,紧凑型车,合资,天津,23.08,0.1911573472041612,7.0
优信拍,标致 508 2012款 2.0 自动 豪华版,标致-508,19.97,0.87,0.87,12.83,中,轿车,中型车,合资,天津,13.98,0.043565348022033,13.0
优信拍,奥迪 Q5 2017款 2.0T 自动 40TFSI舒适型,奥迪-Q5,46.95,7.84,7.84,7.17,中,SUV,中型车,合资,深圳,17.18,0.166986155484558,7.0
优信拍,长城 M4 2012款 1.5 手动 豪华型,长城-M4,6.89,0.46,0.43,11.42,优,SUV,小型车,国产,长春,15.91,0.0624092888243831,11.0
优信拍,日产 骊威 2010款 1.6 手动 劲悦版全能型,日产-骊威,9.58,0.5,0.5,13.08,中,轿车,小型车,合资,汕头,11.68,0.0521920668058455,13.0
优信拍,大众 速腾 2015款 1.4T 自动 230TSI舒适型,大众-速腾,16.08,3.43,3.43,9.08,中,轿车,紧凑型车,合资,深圳,9.49,0.2133084577114428,9.0
优信拍,哈弗 哈弗H2 2017款 1.5T 自动 红标豪华型前驱,哈弗-H2,11.38,2.21,2.21,8.67,中,SUV,小型车,国产,长春,6.36,0.1942003514938488,9.0
优信拍,哈弗 哈弗H6 2017款 2.0T 自动 蓝标两驱智尚型,哈弗-H6,13.98,2.7,2.7,7.67,中,SUV,紧凑型车,国产,宿迁,9.88,0.1931330472103004,8.0
有辆,奥迪 A4L 2015款 2.0TFSI 无级 35TFSI 标准型,奥迪-A4,31.28,4.2,4.8,9.75,差,轿车,中型车,合资,昆明,14.8,0.1534526854219948,10.0
有辆,风行 景逸X5 2014款 1.6 手动 尊享型,风行-景逸,8.69,0.45,0.45,11.5,中,SUV,紧凑型车,国产,西安,18.64,0.051783659378596,12.0
优信拍,本田 思域 2016款 1.5T 自动 220TURBO豪华版,本田-思域,12.99,4.44,4.44,7.0,中,轿车,紧凑型车,合资,聊城,6.64,0.3418013856812933,7.0
优信拍,日产 颐达 2008款 1.6L 手动 智能型,日产-颐达,11.68,0.32,0.29,17.67,优,轿车,紧凑型车,合资,深圳,10.45,0.0248287671232876,18.0
有辆,五菱 宏光S 2014款 1.5 手动 标准型7-8座,五菱-宏光,5.68,0.5,0.57,9.67,差,MPV,微型车,国产,舟山,11.0,0.1003521126760563,10.0
优信拍,比亚迪 宋 2021款 经典版 1.5T 手动 豪华型,比亚迪-宋,7.98,3.11,2.85,4.17,优,SUV,紧凑型车,国产,南京,3.25,0.3571428571428571,4.0
优信拍,别克 GL8 2017款 2.0T 自动 ES 28T旗舰型,别克-GL8,39.99,9.38,9.38,8.25,中,MPV,中大型车,合资,北京,20.04,0.234558639659915,8.0
优信拍,日产 天籁 2013款 2.5 自动 XL领先版,日产-天籁,21.68,2.71,2.71,10.67,中,轿车,中型车,合资,杭州,12.95,0.125,11.0
有辆,吉利 帝豪GS 2016款 1.3T 手动 运动版领尚型,吉利-帝豪GS,8.98,0.9,1.03,8.42,差,SUV,紧凑型车,国产,深圳,7.9,0.1146993318485523,8.0
优信拍,宝马 5系 2019款 2.0T 自动 530Li领先型M运动套装,宝马-5系,46.39,15.5,15.5,5.58,中,轿车,中大型车,合资,北京,16.33,0.3341237335632679,6.0
优信拍,日产 轩逸 2014款 1.6 自动 XV尊享版,日产-轩逸,13.78,2.75,2.75,9.75,中,轿车,紧凑型车,合资,北京,8.5,0.1995645863570392,10.0
优信拍,福特 福克斯三厢 2012款 1.6 自动 舒适型,福特-福克斯,13.09,1.05,1.05,11.58,中,轿车,紧凑型车,合资,北京,11.43,0.0802139037433155,12.0
优信拍,奥迪 A6L 2010款 2.4 自动 技术型,奥迪-A6,65.3,1.39,1.59,15.08,差,轿车,中大型车,合资,长春,17.76,0.0243491577335375,15.0
优信拍,斯柯达 Yeti 2014款 1.4T 自动 野驱版,斯柯达-Yeti,21.98,2.57,2.57,10.67,中,SUV,小型车,合资,上海,14.2,0.1169244767970882,11.0
优信拍,宝骏 510 2019款 1.5 自动 CVT乐享型 国VI,宝骏-510,6.38,2.6,2.38,4.75,优,SUV,小型车,国产,青岛,5.4,0.3730407523510972,5.0
优信拍,宝马 X1 2016款 2.0T 自动 20Li豪华型前驱,宝马-X1,43.9,6.57,6.57,8.67,中,SUV,紧凑型车,合资,北京,10.87,0.1496583143507972,9.0
优信拍,起亚 狮跑 2013款 2.0 自动 GLS前驱,起亚-狮跑,18.68,1.52,1.52,11.58,中,SUV,紧凑型车,合资,北京,14.3,0.0813704496788008,12.0
有辆,起亚 智跑 2014款 2.0 手自一体 两驱 DLX,起亚-智跑,21.28,1.6,1.6,11.0,中,SUV,紧凑型车,合资,合肥,19.82,0.075187969924812,11.0
优信拍,哪吒汽车 哪吒V 2022款 潮 400 Lite,哪吒-哪吒V,8.19,3.46,3.17,2.5,优,SUV,小型车,国产,沧州,1.31,0.387057387057387,2.0
优信拍,英菲尼迪 Q50L 2015款 2.0T 自动 运动版,英菲尼迪-Q50,42.98,4.73,4.73,10.17,中,轿车,中型车,合资,北京,12.29,0.1100511865984178,10.0
优信拍,大众 迈腾 2020款 2.0T 自动 380TSI豪华型,大众-迈腾,23.39,10.25,10.25,4.58,中,轿车,中型车,合资,杭州,11.04,0.4382214621633176,5.0
有辆,福特 翼虎 2013款 2.0GTDi 手自一体 四驱运动型,福特-翼虎,26.28,1.6,1.83,10.83,差,SUV,紧凑型车,合资,北京,16.39,0.069634703196347,11.0
有辆,别克 英朗 2015款 1.5 手自一体 15N 精英型,别克-英朗,12.69,1.7,1.7,9.5,中,轿车,紧凑型车,合资,重庆,5.76,0.1339637509850275,10.0
有辆,五菱 宏光V 2015款 1.2 手动 实用型7-8座,五菱-宏光,4.18,0.56,0.64,9.5,差,MPV,微型车,国产,大连,12.1,0.1531100478468899,10.0
优信拍,长安 逸动 2023款 畅享版 PLUS 蓝鲸NE 1.4T 自动 GDI DCT尊贵版,长安-逸动,9.39,3.9,4.46,2.42,差,轿车,紧凑型车,国产,抚州,2.39,0.4749733759318423,2.0
优信拍,凯迪拉克 ATS-L 2016款 2.0T 自动 25T舒适型,凯迪拉克-ATS,36.88,4.23,4.23,9.42,中,轿车,中型车,合资,济宁,12.0,0.1146963123644251,9.0
优信拍,丰田 RAV4荣放 2016款 2.0L 自动 CVT两驱舒适版 国V,丰田-RAV4,20.08,7.2,7.2,6.67,中,SUV,紧凑型车,合资,天津,3.88,0.3585657370517928,7.0
有辆,福特 锐界 2015款 2.0GTDi 手自一体 两驱精锐型,福特-锐界,24.98,4.25,4.25,9.0,中,SUV,中型车,合资,成都,11.2,0.1701361088871096,9.0
优信拍,大众 POLO两厢 2014款 1.4 自动 舒适版,大众-POLO,9.89,2.44,2.44,9.42,中,轿车,小型车,合资,北京,9.36,0.2467138523761375,9.0
有辆,丰田 凯美瑞 2011款 2.4 手自一体 240G 经典型周年纪念版,丰田-凯美瑞,21.58,2.0,2.0,14.0,中,轿车,中型车,合资,苏州,9.11,0.0926784059314179,14.0
优信拍,日产 骐达 2016款 1.6 自动 酷动版,日产-骐达,10.39,2.94,3.36,7.5,差,轿车,紧凑型车,合资,天津,3.86,0.3233878729547642,8.0
优信拍,五菱汽车 宏光 2015款 1.5 手动 S基本型 国IV,五菱-宏光,4.58,0.52,0.48,9.92,优,MPV,微型车,国产,汕头,9.49,0.1048034934497816,10.0
有辆,大众 捷达 2017款 1.5 手动 时尚型,大众-捷达,8.56,1.24,1.24,8.75,中,轿车,紧凑型车,合资,哈尔滨,13.8,0.1448598130841121,9.0
有辆,丰田 凯美瑞 2010款 2.4 手自一体 240V 至尊导航版,丰田-凯美瑞,27.38,1.7,1.94,14.25,差,轿车,中型车,合资,昆明,14.0,0.0708546384222059,14.0
优信拍,本田 锋范 2008款 1.5 自动 精英型,本田-锋范,11.68,1.09,1.25,13.83,差,轿车,小型车,合资,深圳,13.55,0.1070205479452054,14.0
优信拍,大众 捷达 2013款 1.6 自动 舒适型,大众-捷达,10.83,0.88,0.88,11.83,中,轿车,紧凑型车,合资,南通,8.71,0.0812557710064635,12.0
有辆,本田 凌派 2013款 1.8 自动 舒适版,本田-凌派,12.48,2.67,2.67,10.92,中,轿车,紧凑型车,合资,佛山,17.81,0.2139423076923076,11.0
优信拍,本田 飞度两厢 2014款 1.5 自动 LX舒适版,本田-飞度,8.88,2.81,2.81,9.5,中,轿车,小型车,合资,南昌,11.35,0.3164414414414414,10.0
优信拍,大众 高尔夫 2012款 1.4T 自动 舒适型,大众-高尔夫,13.68,2.51,2.3,12.58,优,轿车,紧凑型车,合资,昆明,12.14,0.1681286549707602,13.0
优信拍,斯柯达 昕动 2016款 1.6 自动 前行版 改款,斯柯达-昕动,8.99,2.0,2.29,8.42,差,轿车,紧凑型车,合资,哈尔滨,13.4,0.2547274749721913,8.0
优信拍,雪佛兰 科帕奇 2014款 2.4 自动 旗舰版7座四驱,雪佛兰-科帕奇,20.99,2.55,2.33,10.08,优,SUV,中型车,合资,上海,8.26,0.1110052405907575,10.0
有辆,标致 3008 2015款 1.6THP 手自一体 至尚版,标致-3008,21.47,1.6,1.6,8.83,中,SUV,紧凑型车,合资,成都,15.75,0.0745225896599906,9.0
优信拍,本田 思域 2016款 1.5T 自动 220TURBO豪华版,本田-思域,12.99,4.16,3.81,8.0,优,轿车,紧凑型车,合资,北京,16.11,0.2933025404157043,8.0
优信拍,日产 逍客 2017款 2.0L 自动 CVT智享版 国V,日产-逍客,15.78,5.12,5.12,6.92,中,SUV,紧凑型车,合资,四平,6.62,0.3244613434727503,7.0
优信拍,大众 帕萨特 2013款 1.8T 自动 御尊版,大众-帕萨特,22.48,2.7,2.7,11.42,中,轿车,中型车,合资,北京,16.39,0.1201067615658363,11.0
优信拍,现代 胜达 2019款 2.0T 自动 TOP旗舰版（HTRAC）四驱,现代-胜达,25.83,6.96,6.96,5.92,中,SUV,中型车,合资,蚌埠,5.67,0.2694541231126597,6.0
优信拍,荣威 350 2012款 1.5 自动 智享超值版,荣威-350,9.78,0.3,0.3,12.25,中,轿车,紧凑型车,国产,嘉兴,15.07,0.0306748466257668,12.0
优信拍,大众 帕萨特 2013款 1.8T 自动 御尊版,大众-帕萨特,22.48,1.42,1.62,11.92,差,轿车,中型车,合资,广州,21.95,0.0720640569395017,12.0
有辆,本田 凌派 2015款 1.8 手动 舒适版,本田-凌派,12.48,1.44,1.44,9.58,中,轿车,紧凑型车,合资,佛山,10.74,0.1153846153846153,10.0
优信拍,大众 迈腾 2013款 1.8T 自动 豪华型,大众-迈腾,21.98,2.98,2.98,11.67,中,轿车,中型车,合资,北京,21.42,0.1355777979981801,12.0
优信拍,丰田 雷凌 2023款 1.2T 自动 185T CVT豪华版,丰田-雷凌,12.98,6.5,6.5,2.17,中,轿车,紧凑型车,合资,临沂,0.66,0.5007704160246533,2.0
优信拍,奔腾 B70 2014款 2.0 手动 豪华型,奔腾-B70,10.98,0.86,0.86,10.5,中,轿车,中型车,国产,杭州,5.85,0.0783242258652094,10.0
优信拍,日产 LANNIA 蓝鸟 2016款 1.6 自动 智酷版,日产-蓝鸟,13.19,2.52,2.88,7.92,差,轿车,紧凑型车,合资,铜陵,21.12,0.2183472327520849,8.0
优信拍,奥迪 Q3 2016款 1.4T 自动 30TFSI时尚型前驱,奥迪-Q3,25.92,4.16,4.16,8.92,中,SUV,紧凑型车,合资,南昌,15.27,0.1604938271604938,9.0
优信拍,现代 ix35 2013款 2.0 自动 GLS智能型前驱 国IV,现代-ix35,18.38,1.4,1.4,11.83,中,SUV,紧凑型车,合资,长春,13.22,0.0761697497279651,12.0
有辆,标致 307-三厢 2010款 1.6 手动 舒适版,标致-307,9.28,0.3,0.3,14.5,中,轿车,紧凑型车,合资,烟台,16.4,0.0323275862068965,14.0
