brand,series,models,sales_name,guiding_price,level_id,year,vehicle_type_agg,vehicle_size_agg,production_status_agg,idling_year_agg,vehicle_attributes_agg,chassis_code_agg,produced_year_agg
212,T01,T01,2.0T 手自一体 柴油版,16.59,CEY0A20A0007,2025,SUV,紧凑型车,在产,—,国产,,2025
212,T01,T01,2.0T 自动 探险家,15.99,CEY0120A0002,2024,SUV,紧凑型车,在产,—,国产,,2024
212,T01,T01,2.0T 自动 机械师,13.99,CEY0120A0001,2024,SUV,紧凑型车,在产,—,国产,,2024
212,T01,T01,2.0T 自动 柴油版,16.59,CEY0A20A0009,2025,SUV,紧凑型车,在产,—,国产,,2025
212,T01,T01,2.0T 自动 柴油版长风,19.88,CEY0A20A0010,2026,SUV,紧凑型车,在产,—,国产,,2025
212,T01,T01,2.0T 自动 检阅官,17.29,CEY0120A0003,2024,SUV,紧凑型车,停产,2025,国产,,2024
212,T01,T01,2.0T 自动 长风,18.88,CEY0A20A0001,2025,SUV,紧凑型车,在产,—,国产,,2024
212,T01,T01,2.0T 自动 高地,20.58,CEY0A20A0008,2026,SUV,紧凑型车,在产,—,国产,,2025
AITO,问界M5,问界M5,Max RS 四驱高阶智驾版,27.98,CAT01EVC0016,2024,SUV,中型车,停产,2025,国产,,2024
AITO,问界M5,问界M5,Max 后驱高阶智驾版,24.98,CAT01EVC0015,2024,SUV,中型车,停产,2025,国产,,2024
AITO,问界M5,问界M5,后驱标准版,24.98,CAT0115C0001,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5,四驱性能版,27.98,CAT0115C0002,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5,四驱旗舰版,31.98,CAT0115C0003,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5,四驱至臻版,28.88,CAT0115C0004,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5,增程Ultra后驱版,22.98,CAT0115E0003,2025,SUV,中型车,在产,—,国产,,2025
AITO,问界M5,问界M5,增程Ultra四驱版,24.98,CAT0115E0004,2025,SUV,中型车,在产,—,国产,,2025
AITO,问界M5,问界M5,增程后驱智驾版,27.98,CAT01EVC0005,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5,增程后驱标准版,24.98,CAT0115C0009,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5,增程四驱智驾版,29.98,CAT01EVC0006,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5,增程四驱标准版,26.98,CAT0115C0010,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5 EV,Max 后驱高阶智驾版,26.98,CAT01EVC0017,2024,SUV,中型车,停产,2025,国产,,2024
AITO,问界M5,问界M5 EV,后驱标准版,25.98,CAT01EVC0009,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5 EV,后驱标准版,28.86,CAT01EVC0001,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5 EV,四驱性能版,31.98,CAT01EVC0002,2022,SUV,中型车,停产,2023,国产,,2022
AITO,问界M5,问界M5 EV,纯电Ultra后驱版,23.98,CAT01EVE0002,2025,SUV,中型车,在产,—,国产,,2025
AITO,问界M5,问界M5 EV,纯电后驱智驾版,28.98,CAT01EVC0007,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M5,问界M5 EV,纯电四驱智驾版,30.98,CAT01EVC0008,2023,SUV,中型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,Max四驱版5座,31.98,CAT0215E0013,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Max四驱版5座,33.98,CAT02EVE0005,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Max四驱版6座,33.98,CAT0215E0010,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Max四驱版6座,35.98,CAT02EVE0003,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Max长续航版5座,31.98,CAT02EVE0002,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Max长续航版6座,33.98,CAT02EVE0001,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Pro+四驱版5座,27.98,CAT0215E0012,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Pro+四驱版6座,29.98,CAT0215E0009,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Ultra四驱版5座,33.98,CAT0215E0014,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Ultra四驱版5座,35.98,CAT02EVE0006,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Ultra四驱版6座,35.98,CAT0215E0011,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,Ultra四驱版6座,37.98,CAT02EVE0004,2026,SUV,中大型车,在产,—,国产,,2025
AITO,问界M7,问界M7,两驱Plus版5座,25.8,CAT02EVC0007,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,两驱Plus版6座,26.98,CAT02EVC0010,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,两驱舒适版,31.98,CAT02EVC0001,2022,SUV,中大型车,停产,2023,国产,,2022
AITO,问界M7,问界M7,四驱Plus版5座,28.8,CAT02EVC0008,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,四驱旗舰版,37.98,CAT02EVC0003,2022,SUV,中大型车,停产,2023,国产,,2022
AITO,问界M7,问界M7,四驱豪华版,33.98,CAT02EVC0002,2022,SUV,中大型车,停产,2023,国产,,2022
AITO,问界M7,问界M7,智驾后驱Max版5座,28.98,CAT02EVC0012,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,智驾后驱Max版6座,30.98,CAT02EVC0013,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,智驾后驱Pro版5座,24.98,CAT02EVC0025,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾后驱Pro版6座,26.98,CAT02EVC0026,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾后驱Ultra版5座,28.98,CAT02EVC0021,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾后驱Ultra版6座,30.98,CAT02EVC0022,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾四驱Max版5座,31.8,CAT02EVC0009,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,智驾四驱Max版6座,32.98,CAT02EVC0011,2024,SUV,中大型车,停产,2024,国产,,2023
AITO,问界M7,问界M7,智驾四驱Pro版5座,26.98,CAT02EVC0027,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾四驱Pro版6座,28.98,CAT02EVC0028,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾四驱Ultra版5座,30.98,CAT02EVC0023,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M7,问界M7,智驾四驱Ultra版6座,32.98,CAT02EVC0024,2024,SUV,中大型车,停产,2025,国产,,2024
AITO,问界M8,问界M8,Max+ 5座四驱版,37.98,CAT04EVE0005,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max+ 5座长续航版,35.98,CAT04EVE0002,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max+ 6座四驱版,39.98,CAT04EVE0003,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max+ 6座长续航版,37.98,CAT04EVE0001,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max+版 53.4kWh 5座版,37.98,CAT0415E0005,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max+版 53.4kWh 6座版,39.98,CAT0415E0002,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max版 37kWh 5座版,35.98,CAT0415E0004,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Max版 37kWh 6座版,36.98,CAT0415E0001,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Ultra 5座四驱版,42.98,CAT04EVE0006,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Ultra 6座四驱版,44.98,CAT04EVE0004,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Ultra版 53.4kWh 5座版,42.98,CAT0415E0006,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M8,问界M8,Ultra版 53.4kWh 6座版,44.98,CAT0415E0003,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9,增程Max版42kWh,46.98,CAT0315E0007,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9,增程Max版42kWh5座版,46.98,CAT0315E0001,2024,SUV,大型车,停产,2025,国产,,2024
AITO,问界M9,问界M9,增程Max版52kWh,48.98,CAT0315E0004,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9,增程Max版52kWh5座版,46.98,CAT0315E0013,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9,增程Max版52kWh5座版,48.98,CAT0315E0002,2024,SUV,大型车,停产,2025,国产,,2024
AITO,问界M9,问界M9,增程Max版52kWh6座版,47.98,CAT0315E0011,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9,增程Ultra版 52kWh4座版,55.98,CAT0315E0015,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9,增程Ultra版42kWh,52.98,CAT0315E0005,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9,增程Ultra版52kWh,54.98,CAT0315E0006,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9,增程Ultra版52kWh5座版,51.98,CAT0315E0014,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9,增程Ultra版52kWh5座版,52.98,CAT0315E0003,2024,SUV,大型车,停产,2025,国产,,2024
AITO,问界M9,问界M9,增程Ultra版52kWh6座版,53.98,CAT0315E0012,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9 EV,纯电Max版100kWh,50.98,CAT03EVE0002,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9 EV,纯电Max版100kWh6座版,50.98,CAT03EVE0006,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9 EV,纯电Ultra版 100kWh4座版,58.98,CAT03EVE0008,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9 EV,纯电Ultra版100kWh,56.98,CAT03EVE0003,2024,SUV,大型车,停产,2025,国产,,2025
AITO,问界M9,问界M9 EV,纯电Ultra版100kWh5座版,54.98,CAT03EVE0005,2025,SUV,大型车,在产,—,国产,,2025
AITO,问界M9,问界M9 EV,纯电Ultra版100kWh5座版,56.98,CAT03EVE0001,2024,SUV,大型车,停产,2025,国产,,2024
AITO,问界M9,问界M9 EV,纯电Ultra版100kWh6座版,56.98,CAT03EVE0007,2025,SUV,大型车,在产,—,国产,,2025
ARCFOX,T1,T1,320 PLUS,7.18,CAR0DEVE0002,2025,轿车,小型车,在产,—,国产,,2025
ARCFOX,T1,T1,320 PRO,6.88,CAR0DEVE0001,2025,轿车,小型车,在产,—,国产,,2025
ARCFOX,T1,T1,425 MAX,9.38,CAR0DEVE0005,2025,轿车,小型车,在产,—,国产,,2025
ARCFOX,T1,T1,425 PLUS,8.38,CAR0DEVE0004,2025,轿车,小型车,在产,—,国产,,2025
ARCFOX,T1,T1,425 PRO,7.58,CAR0DEVE0003,2025,轿车,小型车,在产,—,国产,,2025
ARCFOX,αS5,αS5,560MAX,17.68,CAR05EVC0003,2024,轿车,中型车,停产,2025,国产,,2024
ARCFOX,αS5,αS5,560MAX 185kW,14.48,CAR05EVE0005,2025,轿车,中型车,停产,2025,国产,,2025
ARCFOX,αS5,αS5,560PRO 185kW,12.78,CAR05EVE0009,2025,轿车,中型车,停产,2025,国产,,2025
ARCFOX,αS5,αS5,560PRO 185kW,16.08,CAR05EVC0004,2024,轿车,中型车,停产,2025,国产,,2024
ARCFOX,αS5,αS5,630ULTRA神行版 390kW,17.78,CAR05EVE0008,2025,轿车,中型车,在产,—,国产,,2025
ARCFOX,αS5,αS5,650ULTRA,21.98,CAR05EVC0002,2024,轿车,中型车,停产,2025,国产,,2024
ARCFOX,αS5,αS5,668MAX神行版 200kW,15.78,CAR05EVE0006,2025,轿车,中型车,停产,2025,国产,,2025
ARCFOX,αS5,αS5,708MAX,19.98,CAR05EVC0001,2024,轿车,中型车,停产,2025,国产,,2024
ARCFOX,αS5,αS5,708MAX 200kW,16.48,CAR05EVE0007,2025,轿车,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480 森林版 175kW,18.58,CAR01EVE0004,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480E 森林版 160kW,20.58,CAR01EVE0002,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480E 森林版 175kW,20.58,CAR01EVE0006,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480E 森林版PRO 160kW,20.58,CAR01EVE0010,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480E 森林版PRO 175kW,20.58,CAR01EVE0012,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,480S,24.19,CAR01EVC0001,2021,SUV,中型车,停产,2022,国产,,2020
ARCFOX,αT,αT,480S 175kW,21.88,CAR01EVC0020,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,480S+,25.69,CAR01EVC0002,2021,SUV,中型车,停产,2022,国产,,2020
ARCFOX,αT,αT,480S+ 160kW,24.88,CAR01EVC0018,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,480S+ 175kW,24.88,CAR01EVC0021,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,600D 森林版 320kW,28.08,CAR01EVE0001,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,600D 森林版PRO 320kW,28.08,CAR01EVE0014,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,600H,32.53,CAR01EVC0026,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,600H 小王子联名限定版,33.13,CAR01EVC0027,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,618E 森林版PRO 175kW,22.58,CAR01EVE0009,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,653S,26.19,CAR01EVC0003,2021,SUV,中型车,停产,2022,国产,,2020
ARCFOX,αT,αT,653S 160kW,26.23,CAR01EVC0019,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,653S 175kW,26.23,CAR01EVC0022,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,653S+,27.69,CAR01EVC0004,2021,SUV,中型车,停产,2022,国产,,2020
ARCFOX,αT,αT,653S+ 160kW,28.23,CAR01EVC0023,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,653S+ 175kW,28.23,CAR01EVC0017,2021,SUV,中型车,停产,2022,国产,,2022
ARCFOX,αT,αT,653S+ 小王子联名限定版,28.83,CAR01EVC0024,2022,SUV,中型车,停产,2023,国产,,2022
ARCFOX,αT,αT,688E 森林版 160kW,24.58,CAR01EVE0008,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,688E 森林版 175kW,24.58,CAR01EVE0007,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,688E+ 森林版 160kW,25.48,CAR01EVE0005,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,688E+ 森林版 175kW,25.48,CAR01EVE0003,2023,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,688E+ 森林版PRO 160kW,25.48,CAR01EVE0013,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,688E+ 森林版PRO 175kW,25.48,CAR01EVE0011,2024,SUV,中型车,停产,2025,国产,,2025
ARCFOX,αT,αT,四驱性能版 H,31.99,CAR01EVC0005,2021,SUV,中型车,停产,2022,国产,,2020
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),215 元境智行版,13.18,CAR0415E0003,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),215 悦享版,11.38,CAR0415E0001,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),215 睿享版,11.98,CAR0415E0002,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),520 AIR,15.58,CAR04EVE0001,2025,SUV,中型车,停产,2025,国产,,2024
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),520 MAX,17.58,CAR04EVE0003,2025,SUV,中型车,停产,2025,国产,,2024
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),520 MAX,17.98,CAR04EVC0003,2024,SUV,中型车,停产,2024,国产,,2023
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),520 PRO,16.38,CAR04EVE0002,2025,SUV,中型车,停产,2025,国产,,2024
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),520 PRO,16.78,CAR04EVC0002,2024,SUV,中型车,停产,2024,国产,,2023
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),560 元境智行版,13.58,CAR04EVE0012,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),560 睿享版,12.38,CAR04EVE0011,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),630 神行版,19.38,CAR04EVE0004,2025,SUV,中型车,停产,2025,国产,,2024
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),660 MAX,19.98,CAR04EVE0005,2025,SUV,中型车,停产,2025,国产,,2024
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),660 MAX,20.38,CAR04EVC0004,2024,SUV,中型车,停产,2024,国产,,2023
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),660 元境神行版,15.18,CAR04EVE0013,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT5(阿尔法T5),αT5(阿尔法T5),705 元境智行版,15.88,CAR04EVE0014,2026,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT6(阿尔法T6),αT6(阿尔法T6),688MAX 160kW,19.58,CAR0BEVE0001,2025,SUV,中型车,在产,—,国产,,2025
ARCFOX,αT6(阿尔法T6),αT6(阿尔法T6),688MAX 175kW,19.58,CAR0BEVE0002,2025,SUV,中型车,在产,—,国产,,2025
ARCFOX,考拉,考拉,亲子版,15.58,CAR03EVE0002,2023,MPV,紧凑型车,在产,—,国产,,2025
ARCFOX,考拉,考拉,亲子版Pro,17.18,CAR03EVE0001,2023,MPV,紧凑型车,在产,—,国产,,2025
ARCFOX,考拉,考拉,家庭版,13.38,CAR03EVE0004,2023,MPV,紧凑型车,在产,—,国产,,2025
ARCFOX,考拉,考拉,家庭版AIR,11.98,CAR03EVC0009,2024,MPV,紧凑型车,停产,2024,国产,,2024
ARCFOX,考拉,考拉,家庭版Pro,14.38,CAR03EVE0003,2023,MPV,紧凑型车,在产,—,国产,,2025
ARCFOX,考拉S,考拉S,AIR,10.98,CAR06EVC0001,2024,SUV,紧凑型车,在产,—,国产,,2024
ARCFOX,考拉S,考拉S,PRO,11.98,CAR06EVC0002,2024,SUV,紧凑型车,在产,—,国产,,2024
ARCFOX,考拉S,考拉S,致行版,13.58,CAR08EVE0001,2024,SUV,紧凑型车,在产,—,国产,,2024
BEIJING,EU,EU5,R500 京彩款 智尚版,13.89,CBV07EVC0040,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R500 京彩款 智风版,13.29,CBV07EVC0039,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R500 智尚版,13.89,CBV07EVC0025,2019,轿车,紧凑型车,停产,2022,国产,,2019
BEIJING,EU,EU5,R500 智尚版,13.99,CQE01EVC0008,2020,轿车,紧凑型车,停产,2024,国产,,2020
BEIJING,EU,EU5,R500 智尚版,22.665,CBV07EVC0013,2018,轿车,紧凑型车,停产,2019,国产,,2018
BEIJING,EU,EU5,R500 智风版,12.99,CQE01EVC0007,2020,轿车,紧凑型车,停产,2024,国产,,2020
BEIJING,EU,EU5,R500 智风版,13.29,CBV07EVC0024,2019,轿车,紧凑型车,停产,2022,国产,,2019
BEIJING,EU,EU5,R500 智风版,22.065,CBV07EVC0012,2018,轿车,紧凑型车,停产,2019,国产,,2018
BEIJING,EU,EU5,R500 经典款 智尚版,13.59,CBV07EVC0044,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R500 经典款 智风版,12.99,CBV07EVC0043,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R550 智潮版,23.97,CBV07EVC0014,2018,轿车,紧凑型车,停产,2019,国产,,2018
BEIJING,EU,EU5,R550 智领版,25.27,CBV07EVC0015,2018,轿车,紧凑型车,停产,2019,国产,,2018
BEIJING,EU,EU5,R550 经典款 智潮版,14.89,CBV07EVC0045,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R550 经典款 智领版,16.19,CBV07EVC0046,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R600 京彩款 智潮版,15.89,CBV07EVC0041,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R600 京彩款 智领版,17.19,CBV07EVC0042,2020,轿车,紧凑型车,停产,2021,国产,,2020
BEIJING,EU,EU5,R600 智潮版,15.89,CQE01EVC0009,2020,轿车,紧凑型车,停产,2024,国产,,2020
BEIJING,EU,EU5,R600 智领版,17.19,CQE01EVC0010,2020,轿车,紧凑型车,停产,2024,国产,,2020
BEIJING,EU,EU5,快换版,13.94,CQE01EVC0026,2021,轿车,紧凑型车,停产,2024,国产,,2021
BEIJING,EU,EU5,特供版,10.99,CQE01EVC0044,2022,轿车,紧凑型车,停产,2022,国产,,2022
BEIJING,EU,EU5,特供版,13.59,CQE01EVC0022,2021,轿车,紧凑型车,停产,2021,国产,,2021
BEIJING,EU,EU5,网约出行版,13.69,CQE01EVC0045,2022,轿车,紧凑型车,在产,—,国产,,2022
BEIJING,EU,EU5,网约车豪华版,13.89,CQE01EVC0042,2022,轿车,紧凑型车,在产,—,国产,,2022
BEIJING,EU,EU5,网约车高功率豪华版,13.89,CQE01EVC0043,2022,轿车,紧凑型车,在产,—,国产,,2022
BEIJING,EU,EU5,鸿途标准版,15.19,CBG01EVE0011,2025,轿车,紧凑型车,在产,—,国产,,2025
BEIJING,EU,EU5,鸿途豪华版,15.39,CBG01EVE0012,2025,轿车,紧凑型车,在产,—,国产,,2025
BEIJING,EU,EU5 PLUS,R500 优享出行版,14.59,CQE01EVC0067,2023,轿车,紧凑型车,停产,2023,国产,,2023
BEIJING,EU,EU5 PLUS,R500 优享版,12.99,CQE01EVC0018,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,EU,EU5 PLUS,R500 尊享出行版,15.59,CQE01EVC0068,2023,轿车,紧凑型车,停产,2023,国产,,2023
BEIJING,EU,EU5 PLUS,R500 尊享版,13.99,CQE01EVC0019,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,EU,EU5 PLUS,R500 标准出行版,17.59,CQE01EVC0069,2024,轿车,紧凑型车,在产,—,国产,,2023
BEIJING,EU,EU5 PLUS,R600 优享版,13.99,CQE01EVC0020,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,EU,EU5 PLUS,R600 尊享版,14.99,CQE01EVC0021,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,EU,EU5 PLUS,R600 臻享版,15.89,CQE01EVC0071,2024,轿车,紧凑型车,在产,—,国产,,2023
BEIJING,EU,EU5 PLUS,R600 高航出行版,18.59,CQE01EVC0070,2024,轿车,紧凑型车,在产,—,国产,,2023
BEIJING,EU,EU5 PLUS,优享出行版,14.59,CQE01EVC0061,2022,轿车,紧凑型车,停产,2023,国产,,2023
BEIJING,EU,EU5 PLUS,尊享出行版,15.59,CQE01EVC0062,2022,轿车,紧凑型车,停产,2023,国产,,2023
BEIJING,EU,EU7,逸尚版,16.59,CQE01EVC0002,2019,轿车,中型车,停产,2022,国产,,2019
BEIJING,EU,EU7,逸潮版,17.59,CQE01EVC0003,2019,轿车,中型车,停产,2022,国产,,2019
BEIJING,EU,EU7,逸风版,15.99,CQE01EVC0001,2019,轿车,中型车,停产,2022,国产,,2019
BEIJING,EX3,EX3,R500 劲尚版,12.99,CQE02EVC0012,2020,SUV,小型车,停产,2024,国产,,2020
BEIJING,EX3,EX3,R500 劲风版,11.99,CQE02EVC0011,2020,SUV,小型车,停产,2024,国产,,2020
BEIJING,EX3,EX3,R600 劲尚版,14.39,CQE02EVC0003,2019,SUV,小型车,停产,2024,国产,,2019
BEIJING,EX3,EX3,R600 劲悦版,12.39,CQE02EVC0001,2019,SUV,小型车,停产,2024,国产,,2019
BEIJING,EX3,EX3,R600 劲潮版,15.39,CQE02EVC0004,2019,SUV,小型车,停产,2024,国产,,2019
BEIJING,EX3,EX3,R600 劲领版,16.39,CQE02EVC0005,2019,SUV,小型车,停产,2024,国产,,2019
BEIJING,EX3,EX3,R600 劲风版,13.39,CQE02EVC0002,2019,SUV,小型车,停产,2024,国产,,2019
BEIJING,EX3,EX3,先尚限量版,13.99,CQE02EVC0013,2019,SUV,小型车,停产,2024,国产,,2020
BEIJING,U5,U5,1.5 手动 尊贵版,7.69,CBG1715M0002,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5 手动 豪华版,6.99,CBG1715M0001,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5 无级 尊贵版,8.69,CBG1715C0002,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5 无级 豪华版,7.99,CBG1715C0001,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5T 手动 豪华版,7.69,CBG1715M0009,2020,轿车,紧凑型车,停产,2023,国产,,2020
BEIJING,U5,U5,1.5T 无级 尊贵版,9.19,CBG1715C0004,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5T 无级 旗舰版,9.99,CBG1715C0005,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5,1.5T 无级 豪华版,8.69,CBG1715C0003,2020,轿车,紧凑型车,停产,2020,国产,,2020
BEIJING,U5,U5 PLUS,1.5 手动 尊贵版,7.79,CBG1715M0014,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,U5,U5 PLUS,1.5 手动 豪华版,6.99,CBG1715M0013,2021,轿车,紧凑型车,停产,2023,国产,,2021
BEIJING,U5,U5 PLUS,1.5 无级 尊贵版,8.79,CBG1715C0049,2023,轿车,紧凑型车,在产,—,国产,,2025
BEIJING,U5,U5 PLUS,1.5 无级 尊贵运动版,8.79,CBG1715C0048,2023,轿车,紧凑型车,在产,—,国产,,2025
BEIJING,U5,U5 PLUS,1.5 无级 豪华版,7.99,CBG1715C0051,2023,轿车,紧凑型车,在产,—,国产,,2025
