"vehicle_id","上牌日期","车龄","行驶里程","车辆评分","车辆评级","成交日期","成交价格","业务类型","品牌","车系","车型","城市","是否火烧","是否水泡","是否事故","level_id","力扬指导价格"
317580,2013-11-21,12,19.95,"60",B,2025-07-01,15700,YL,起亚,K3,起亚 K3 2013款 1.6 手自一体 GLS,成都市,否,否,否,CFZ1316A0002,"12.48"
317686,2016-11-04,9,6.7,"60",B,2025-07-02,37200,YL,本田,XR-V,本田 XR-V 2017款 1.5 无级 LXi 经典版,烟台市,否,否,否,CDH0615C0007,"13.78"
317707,2009-02-16,16,15.0,"50",C,2025-07-02,3700,YL,铃木,雨燕,铃木 雨燕 2009款 1.5 手动 双色炫锐版,烟台市,否,否,否,CLM0315M0009,"8.18"
317701,2010-09-27,15,10.0,"60",C,2025-07-02,3200,YL,雪佛兰,乐风,雪佛兰 乐风 2009款 1.4 手动 SL 基本版,烟台市,否,否,是,CGX0414M0016,"7.49"
317698,2017-09-08,8,15.3,"60",B,2025-07-02,10100,YL,风神,AX5,风神 AX5 2017款 1.4T 双离合 趣尚型,烟台市,否,否,否,CDF1014D0001,"10.17"
304829,2018-09-25,7,11.0,"80",B,2025-07-02,53700,YL,本田,思域,本田 思域 2016款 1.5T 无级 220TURBO 豪华版,威海市,否,否,否,CDH0215C0001,"13.99"
317399,2013-07-16,12,13.5,"60",C,2025-07-02,4000,YL,别克,英朗,别克 英朗GT 2013款 1.6 手自一体 时尚版,宁波市,否,否,否,CGB0916A0032,"15.27"
317683,2014-01-22,11,4.1,"60",A,2025-07-02,4100,YL,比亚迪,L3,比亚迪 L3 2012款 1.5 手动 舒适型,北京市,否,否,否,CBY0415M0008,"5.99"
310012,2014-03-21,11,17.77,"80",C,2025-07-02,24000,YL,本田,思域,本田 思域 2013款 1.8 自动 EXi舒适版 十周年纪念版,深圳市,否,否,否,CDH0218A0056,"13.98"
316574,2014-10-13,11,14.1,"60",B,2025-07-02,28200,YL,丰田,雷凌,丰田 雷凌 2014款 1.8 无级 GS-L 领先版,南昌市,否,否,否,CFT1318C0002,"14.88"
317074,2014-02-08,11,14.5,"50",C,2025-07-02,7000,YL,大众,朗逸,大众 朗逸 2013款 1.4TSI 手动 豪华版,西安市,否,是,否,CSV0614M0011,"14.69"
313478,2013-01-05,12,12.87,"60",D,2025-07-02,4100,YL,别克,凯越,别克 凯越 2011款 1.6 自动 LX,西安市,否,否,否,CGB0516A0039,"10.49"
313479,2017-09-28,8,10.37,"80",A,2025-07-02,9700,YL,雪佛兰,赛欧,雪佛兰 赛欧3 2018款 1.5 手动 理想版(天窗),西安市,否,否,否,CGX0115M0008,"6.79"
317489,2022-07-04,3,3.3,"80",B,2025-07-02,81500,YL,本田,思域,本田 思域Hatchback 2021款 1.5T 无级 220TURBO 潮酷控,洛阳市,否,否,否,CDH0215C0036,"15.29"
318003,2012-12-04,13,8.27,"80",B,2025-07-02,11200,YL,斯柯达,明锐,斯柯达 明锐 2013款 1.6 手自一体 逸杰版,西安市,否,否,否,CSS0116A0037,"13.96"
310006,2021-04-16,4,2.74,"80",A,2025-07-02,97600,YL,凯迪拉克,XT4,凯迪拉克 XT4 2021款 2.0T 手自一体 28T 两驱技术型,西安市,否,否,否,CGK0820A0046,"25.97"
317642,2014-09-16,11,6.95,"60",B,2025-07-01,36500,YL,丰田,凯美瑞,丰田 凯美瑞经典 2013款 2.0 自动 200GVP 豪华版,成都市,否,否,否,CGT0120A0077,"19.38"
317812,2016-08-15,9,5.4,"50",C,2025-07-02,28200,YL,大众,朗逸,大众 朗逸 2015款 1.6 手自一体 舒适版,泰州市,否,否,否,CSV0616A0124,"13.69"
317785,2017-12-05,8,16.49,"60",B,2025-07-02,22400,YL,雪佛兰,探界者,雪佛兰 探界者 2018款 1.5T 手自一体 535T 领界版,杭州市,否,否,否,CGX1115A0006,"17.49"
317755,2024-07-03,1,1.08,"80",B,2025-07-02,105000,YL,凯迪拉克,CT4,凯迪拉克 CT4 2023款 1.5T 手自一体 25T 豪华型,杭州市,否,否,否,CGK1115A0002,"23.17"
318176,2013-12-30,12,7.3,"80",B,2025-07-02,25300,YL,别克,君威,别克 君威GS 2014款 2.0T 手自一体 豪情运动版,青岛市,否,否,否,CGB0420A0037,"23.99"
317063,2016-11-11,9,7.6,"50",D,2025-07-02,10000,YL,猎豹,CS10,猎豹 CS10 2017款 2.0T 双离合 豪华型,沈阳市,否,否,是,CGJ1120D0008,"12.98"
318009,2012-08-20,13,13.0,"50",D,2025-07-02,7800,YL,大众,朗逸,大众 朗逸 2011款 1.6 手自一体 品雅版,青岛市,否,否,是,CSV0616A0013,"13.48"
318115,2014-09-15,11,17.2,"60",D,2025-07-02,7800,YL,起亚,狮跑,起亚 狮跑 2013款 2.0 手动 GL 两驱,青岛市,否,否,是,CFZ0720M0046,"15.98"
317271,2017-08-23,8,11.7,"50",C,2025-07-02,61000,YL,大众,途观,大众 途观L 2017款 1.8TSI 双离合 330TSI 两驱旗舰版,合肥市,否,否,否,CSV0718D0001,"27.68"
297542,2018-08-20,7,10.2,"60",B,2025-07-02,8400,YL,汉腾,X7,汉腾 X7 2016款 1.5T 手动 舒适型,济南市,否,否,否,CHD0115M0002,"8.38"
315024,2017-02-20,8,9.06,"60",B,2025-07-02,52400,YL,本田,思域,本田 思域 2016款 1.5T 无级 220TURBO 尊耀版,湛江市,否,否,否,CDH0215C0003,"16.99"
318190,2014-09-28,11,13.0,"80",B,2025-07-02,30000,YL,大众,帕萨特,大众 帕萨特 2014款 2.0TSI 双离合 御尊导航版,北京市,否,否,否,CSV0220D0021,"25.78"
316349,2013-07-31,12,25.91,"50",C,2025-07-02,10100,YL,大众,朗逸,大众 朗逸 2013款 1.4TSI 双离合 豪华版,佛山市,否,是,否,CSV0614D0015,"16.09"
318116,2015-09-23,10,7.5,"60",C,2025-07-02,44000,YL,凯迪拉克,ATS,凯迪拉克 ATS-L 2014款 2.0T 手自一体 25T 舒适型,青岛市,否,否,否,CGK0520A0001,"28.88"
317884,2014-12-09,11,11.07,"50",D,2025-07-02,5600,YL,长安商用,长安之星,长安商用 长安之星 2013款 1.2 手动 基本型,重庆市,否,否,是,CCT0112M0001,"3.89"
318358,2014-09-17,11,12.0,"60",C,2025-07-02,9800,YL,长安,CS75,长安 CS75 2014款 1.8T 手自一体 精英型,长沙市,否,否,否,CCA1118A0002,"13.58"
306614,2007-08-23,18,8.8,"30",C,2025-07-02,9000,YL,福特,福克斯,福特 福克斯-三厢 2007款 1.8 手自一体 时尚型,西安市,否,否,否,CCF0318A0007,"13.98"
306505,2017-09-27,8,11.81,"60",A,2025-07-02,35000,YL,起亚,凯绅,起亚 凯绅 2017款 1.8 手自一体 GLS,西安市,否,否,否,CFZ1818A0002,"13.98"
297585,2015-05-29,10,14.0,"60",C,2025-07-02,15000,YL,哈弗,H2,哈弗 H2 2014款 1.5T 手动 四驱精英版,西安市,否,否,否,CHA0415M0005,"11.18"
297407,2017-04-06,8,5.0,"60",B,2025-07-02,30000,YL,别克,英朗,别克 英朗 2017款 1.5 手自一体 15N 精英型,西安市,否,否,否,CGB0915A0011,"12.69"
297550,2010-04-02,15,0.0,"50",C,2025-07-02,13000,YL,雪佛兰,科鲁兹,雪佛兰 科鲁兹 2009款 1.8 手自一体 SE,西安市,否,否,否,CGX0518A0032,"13.49"
317943,2013-03-11,12,15.0,"60",B,2025-07-02,12800,YL,别克,昂科拉,别克 昂科拉 2013款 1.4T 手自一体 GL 都市领先型,烟台市,否,否,否,CGB1014A0002,"17.69"
318364,2016-09-05,9,10.9,"30",D,2025-07-02,23000,YL,本田,XR-V,本田 XR-V 2015款 1.8 无级 EXi 舒适版,沈阳市,否,是,是,CDH0618C0001,"14.98"
318291,2016-12-15,9,18.5,"50",D,2025-07-02,35400,YL,大众,帕萨特,大众 帕萨特 2016款 1.8TSI 双离合 330TSI 尊荣版,沈阳市,否,否,是,CSV0218D0080,"22.29"
300737,2016-06-01,9,9.68,"60",B,2025-07-02,101200,YL,本田,艾力绅,本田 艾力绅 2016款 2.4 无级 经典版,江门市,否,否,否,CDH0424C0001,"24.98"
318378,2011-07-29,14,20.2,"50",B,2025-07-02,22800,YL,本田,奥德赛,本田 奥德赛 2009款 2.4 自动 领秀版,成都市,否,否,否,CGH0224A0038,"28.28"
299384,2021-05-07,4,6.2,"60",B,2025-07-02,86900,YL,本田,INSPIRE(英仕派),本田 INSPIRE(英仕派) 2019款 1.5T 无级 260TURBO 精致版,济南市,否,否,否,CDH1015C0003,"19.28"
317783,2018-03-01,7,8.8,"60",B,2025-07-02,33200,YL,WEY,VV7,WEY VV7s 2017款 2.0T 双离合 旗舰型,大理白族自治州,否,否,否,CWE0120D0006,"18.88"
318309,2014-01-22,11,13.9,"60",B,2025-07-02,12800,YL,大众,朗逸,大众 朗逸 2013款 1.6 手动 风尚版(改款),威海市,否,否,否,CSV0616M0058,"11.29"
317268,2016-09-20,9,11.0,"60",B,2025-07-03,25400,YL,斯柯达,昕动,斯柯达 昕动 2014款 1.6 手自一体 悦享版,南昌市,否,否,否,CSS0816A0002,"10.99"
316335,2015-03-18,10,38.0,"50",D,2025-07-02,3400,YL,别克,凯越,别克 凯越 2015款 1.5 手自一体 经典型,福州市,否,否,否,CGB0515A0015,"9.19"
310242,2017-10-27,8,11.8,"50",C,2025-07-03,17000,YL,福特,福克斯,福特 福克斯-两厢 2015款 1.6 双离合 舒适型,大连市,否,否,否,CCF0316D0021,"12.48"
316883,2020-01-03,5,3.11,"80",B,2025-07-02,40500,YL,传祺,GS4,传祺 GS4 2020款 1.5T 手自一体 270T 智联科技版,佛山市,否,否,否,CGC0615A0044,"13.18"
314822,2018-09-17,7,14.45,"60",B,2025-07-02,30600,YL,丰田,雷凌,丰田 雷凌 2017款 1.2T 无级 185T 精英版(改款),佛山市,否,否,否,CGT1312C0008,"12.68"
318227,2011-09-26,14,12.0,"60",C,2025-07-02,9000,YL,大众,POLO,大众 POLO 2011款 1.6 手自一体 致尚版,郑州市,否,是,否,CSV0316A0042,"11.19"
312903,2017-11-17,8,6.87,"50",D,2025-07-02,8800,YL,别克,英朗,别克 英朗 2018款 1.0T 双离合 15T 进取型,济南市,否,否,是,CGB0910D0001,"11.99"
317160,2010-12-01,15,8.4,"60",B,2025-07-02,5500,YL,大众,朗逸,大众 朗逸 2010款 1.6 手动 品雅进享版,济南市,否,否,否,CSV0616M0012,"12.43"
318602,2019-08-29,6,1.99,"80",B,2025-07-03,23600,YL,哈弗,M6,哈弗 M6 2019款 1.5T 手动 两驱都市型,北京市,否,否,否,CHA0815M0009,"6.60"
318444,2014-11-18,11,14.4,"60",B,2025-07-03,6300,YL,别克,凯越,别克 凯越 2013款 1.5 手动 尊享版,石家庄市,否,否,否,CGB0515M0002,"10.89"
311627,2009-04-30,16,12.48,"60",B,2025-07-02,3000,YL,大众,朗逸,大众 朗逸 2008款 2.0 手动 品悠版,西安市,否,否,否,CSV0620M0005,"11.68"
317078,2017-12-04,8,11.2,"60",C,2025-07-02,12000,YL,雪佛兰,科沃兹,雪佛兰 科沃兹 2016款 1.5 手动 LS 欣享版,昆明市,否,否,否,CGX1015M0001,"7.99"
312566,2021-11-23,4,1.75,"60",D,2025-07-02,29900,YL,欧拉,好猫,欧拉 好猫 2021款 400km标准续航 雅典娜版,佛山市,否,否,是,COA04EVC0003,"12.39"
317634,2011-09-27,14,14.82,"60",C,2025-07-02,23300,YL,丰田,凯美瑞,丰田 凯美瑞 2011款 2.0 自动 200G 经典型周年纪念版,唐山市,否,否,否,CGT0120A0051,"19.38"
318298,2020-08-06,5,3.5,"60",D,2025-07-02,36000,YL,丰田,雷凌,丰田 雷凌 2019款 1.2T 无级 185T 豪华版,昆明市,否,否,是,CGT1312C0025,"12.98"
293572,2012-05-02,13,12.3,"50",D,2025-07-02,12500,YL,大众,途观,大众 途观 2012款 1.8TSI 手自一体 两驱菁英版,苏州市,否,否,是,CSV0718A0016,"25.48"
285438,2016-02-24,9,17.2,"60",B,2025-07-02,54000,YL,本田,雅阁,本田 第九代雅阁 2015款 2.4 无级 EX 豪华版,苏州市,否,否,否,CGH0124C0024,"22.98"
314402,2013-07-04,12,10.0,"60",B,2025-07-02,5800,YL,福特,福克斯,福特 经典福克斯-两厢 2013款 1.8 手自一体 基本型,青岛市,否,否,是,CCF0318A0051,"10.98"
316857,2015-12-29,10,15.33,"80",D,2025-07-02,17600,YL,大众,朗逸,大众 朗逸 2015款 1.6 手自一体 舒适版,西安市,否,否,否,CSV0616A0124,"13.69"
317685,2014-10-23,11,11.8,"50",C,2025-07-02,4000,YL,江淮,瑞风,江淮 瑞风S3 2014款 1.5 手动 豪华智能型,青岛市,否,否,否,CJC0115M0003,"7.48"
311138,2014-06-16,11,7.0,"60",B,2025-07-04,3800,YL,海马,M3,海马 M3 2014款 1.5 手动 标准型,烟台市,否,否,否,CHM1015M0007,"5.98"
318902,2017-05-15,8,4.9,"80",B,2025-07-04,18800,YL,斯柯达,昕锐,斯柯达 昕锐 2016款 1.4 手动 前行版,威海市,否,否,否,CSS0414M0017,"7.99"
318649,2015-05-29,10,15.1,"60",B,2025-07-04,5200,YL,雪佛兰,赛欧,雪佛兰 赛欧3 2015款 1.3 手动 温馨版,威海市,否,否,否,CGX0113M0001,"5.99"
305088,2014-06-19,11,10.08,"80",C,2025-07-02,3100,YL,中兴,C3,中兴 C3 2014款 1.5 手动 商务版,西安市,否,否,否,CZX1015M0002,"5.88"
317481,2013-10-29,12,12.7,"60",D,2025-07-02,3700,YL,雪佛兰,科鲁兹,雪佛兰 科鲁兹 2013款 1.6 手动 SL,青岛市,否,否,是,CGX0516M0021,"10.89"
311144,2009-12-25,16,17.5,"60",C,2025-07-02,5100,YL,别克,君威,别克 君威 2009款 2.4 手自一体 旗舰版,泉州市,否,否,否,CGB0424A0001,"24.59"
309847,2017-01-04,8,16.2,"60",D,2025-07-02,9100,YL,斯柯达,昕锐,斯柯达 昕锐 2016款 1.6 手动 前行版,泉州市,否,否,是,CSS0416M0025,"8.49"
317537,2018-01-23,7,6.66,"80",A,2025-07-02,63000,YL,别克,昂科威,别克 昂科威 2018款 2.0T 手自一体 28T 四驱精英型,西安市,否,否,否,CGB1120A0019,"26.99"
312447,2009-02-16,16,23.8,"50",D,2025-07-02,25100,YL,丰田,凯美瑞,丰田 凯美瑞 2008款 2.4 手自一体 240G 豪华版,泉州市,否,否,是,CGT0124A0027,"22.48"
311510,2016-04-18,9,9.13,"80",D,2025-07-02,29500,YL,本田,XR-V,本田 XR-V 2015款 1.8 无级 EXi 舒适版,西安市,否,否,是,CDH0618C0001,"14.98"
318431,2005-08-12,20,15.0,"30",D,2025-07-02,5900,YL,丰田,花冠,丰田 花冠 2005款 1.8 自动 GL-i,福州市,否,否,否,CFT0618A0011,"15.18"
318878,2017-12-12,8,61.51,"60",C,2025-07-03,8700,YL,大众,桑塔纳,大众 桑塔纳 2016款 1.6 手动 风尚版,北京市,否,否,否,CSV0116M0056,"8.99"
305355,2012-11-19,13,17.12,"60",C,2025-07-02,13500,YL,大众,朗逸,大众 朗逸 2013款 1.4TSI 双离合 舒适版,西安市,否,否,否,CSV0614D0014,"14.79"
306222,2018-04-20,7,21.0,"30",C,2025-07-02,9600,YL,长安,逸动,长安 逸动 2018款 1.6GDI 手动 领尚型,曲靖市,否,否,否,CCA0716M0083,"8.69"
318247,2015-11-16,10,2.9,"60",A,2025-07-03,10700,YL,长城,M4,长城 M4 2015款 1.5 序列变速 舒适型,哈尔滨市,否,否,否,CGW2715A0001,"6.99"
317787,2018-11-06,7,2.2,"80",A,2025-07-02,11100,YL,中华,V3,中华 V3 2017款 1.5 手动 精英型,唐山市,否,否,否,CZH1215M0040,"7.27"
318219,2016-01-25,9,6.06,"60",B,2025-07-03,13700,YL,江淮,瑞风,江淮 瑞风S3 2016款 1.5 无级 豪华智能型,哈尔滨市,否,否,否,CJC0115C0012,"8.48"
318186,2020-04-20,5,15.0,"60",B,2025-07-03,37100,YL,大众,朗逸,大众 朗逸 2019款 1.5 手自一体 视野版,哈尔滨市,否,否,否,CSV0615A0013,"13.69"
303458,2017-08-24,8,8.3,"80",D,2025-07-02,40300,YL,本田,思铂睿,本田 思铂睿 2017款 2.0 无级 LXi 经典版,西安市,否,否,否,CDH0320C0025,"17.99"
319018,2016-04-28,9,9.2,"60",C,2025-07-03,15000,YL,江淮,瑞风,江淮 瑞风M3 2015款 1.6 手动 豪华智能型,大连市,否,否,否,CJC0116M0002,"7.48"
314621,2013-04-07,12,17.21,"50",C,2025-07-02,3300,YL,福特,福克斯,福特 经典福克斯-三厢 2013款 1.8 手动 基本型,西安市,否,否,否,CCF0318M0048,"9.98"
318699,2017-06-08,8,8.1,"50",C,2025-07-03,16500,YL,长安,CS75,长安 CS75 2016款 1.8T 手自一体 精英型,大连市,否,否,否,CCA1118A0032,"13.08"
309666,2019-05-06,6,12.5,"80",B,2025-07-03,29500,YL,福特,领界,福特 领界 2019款 1.5T 无级 EcoBoost 145 尊领型,南昌市,否,否,否,CJF0415C0003,"14.98"
319184,2014-10-27,11,8.6,"60",C,2025-07-03,7000,YL,长安,CS35,长安 CS35 2014款 1.6 手自一体 豪华型,长沙市,否,否,否,CCA0816A0007,"9.29"
318794,2017-11-15,8,8.71,"50",C,2025-07-03,11400,YL,中华,V3,中华 V3 2017款 1.5 手自一体 舒适型,大连市,否,否,否,CZH1215A0033,"7.97"
318959,2019-12-16,6,7.5,"60",C,2025-07-03,86000,YL,丰田,凯美瑞,丰田 凯美瑞 2019款 2.5G 手自一体 豪华版,长沙市,否,否,否,CGT0125A0075,"21.98"
316489,2017-08-15,8,9.21,"60",B,2025-07-03,34900,YL,丰田,雷凌,丰田 雷凌双擎 2017款 1.8H 无级 GS 精英天窗版(改款),大连市,否,否,否,CGT1318C0041,"14.18"
319009,2014-11-18,11,18.0,"50",D,2025-07-03,10100,YL,大众,朗逸,大众 朗逸 2013款 1.6 手动 舒适版(改款),昆明市,否,否,是,CSV0616M0059,"12.59"
316269,2006-09-26,19,27.67,"60",C,2025-07-03,6500,YL,丰田,凯美瑞,丰田 凯美瑞 2006款 2.4 手自一体 240G 豪华版,深圳市,否,否,否,CGT0124A0002,"22.98"
316940,2014-05-28,11,20.96,"60",B,2025-07-03,25000,YL,马自达,CX-5,马自达 CX-5 2014款 2.0 手自一体 两驱都市型,珠海市,否,否,否,CMD0320A0013,"19.38"
318519,2016-03-24,9,44.54,"60",C,2025-07-03,43000,YL,丰田,汉兰达,丰田 汉兰达 2015款 2.0T 手自一体 四驱豪华版7座,南通市,否,否,否,CGT0320A0006,"29.48"
319082,2019-01-30,6,6.2,"60",B,2025-07-03,85900,YL,本田,雅阁,本田 第十代雅阁 2018款 1.5T 无级 260TURBO 精英版,苏州市,否,否,否,CGH0115C0003,"18.98"
318416,2012-07-12,13,8.45,"30",D,2025-07-03,8300,YL,海马,普力马,海马 普力马 2012款 1.8 无级 7座尊享版,大连市,否,否,否,CHM0318C0009,"10.98"
318413,2009-12-09,16,8.08,"30",D,2025-07-03,6200,YL,铃木,雨燕,铃木 雨燕 2009款 1.3 手动 超值版,大连市,否,否,否,CLM0313M0039,"5.98"
315959,2012-10-18,13,11.65,"60",B,2025-07-03,3300,YL,长城,哈弗H6,长城 哈弗H6 2011款 2.0 手动 两驱都市版,深圳市,否,否,否,CGW2220M0002,"9.58"
318530,2013-01-05,12,22.04,"80",D,2025-07-04,6000,YL,斯柯达,明锐,斯柯达 明锐 2012款 1.6 手动 逸俊版,西安市,否,否,否,CSS0116M0030,"13.70"
319275,2014-09-02,11,8.4,"80",B,2025-07-03,2600,YL,比亚迪,F3,比亚迪 F3 2014款 1.5 手动 舒适型CNG,石家庄市,否,否,否,CBY0215M0216,"6.28"
319269,2016-01-02,9,6.3,"80",B,2025-07-03,4700,YL,长安,悦翔,长安 悦翔V7 2015款 1.6 手动 乐活型,石家庄市,否,否,否,CCA0516M0001,"6.09"
318867,2020-01-10,5,6.5,"60",C,2025-07-03,22300,YL,雪佛兰,科鲁泽,雪佛兰 科鲁泽 2019款 1.0T 双离合 320T 欢快版Redline,曲靖市,否,否,否,CGX1310D0001,"10.49"
311340,2015-08-25,10,10.64,"30",D,2025-07-03,2800,YL,别克,凯越,别克 凯越 2015款 1.5 手动 经典型,长沙市,否,否,是,CGB0515M0017,"8.69"
317687,2012-07-16,13,38.0,"60",C,2025-07-04,6000,YL,起亚,智跑,起亚 智跑 2012款 2.0 手自一体 两驱 GLS,烟台市,否,否,是,CFZ1020A0010,"19.28"
314727,2013-10-22,12,10.7,"60",C,2025-07-04,7600,YL,大众,桑塔纳,大众 桑塔纳 2013款 1.4 手动 风尚版,烟台市,否,否,否,CSV0114M0001,"8.49"
319294,2016-07-13,9,100.0,"50",C,2025-07-03,21300,YL,哈弗,H5,哈弗 H5 2016款 2.0T 手动 经典版四驱精英型,北京市,否,否,否,CHA0220M0055,"11.78"
317895,2012-09-17,13,3.88,"50",D,2025-07-03,3000,YL,雪佛兰,科鲁兹,雪佛兰 科鲁兹 2012款 1.6 手动 SE,佛山市,否,否,是,CGX0516M0017,"11.99"
316922,2017-05-18,8,7.0,"80",B,2025-07-03,22200,YL,别克,威朗,别克 威朗轿跑 2016款 1.5 手自一体 15S 领先型,郑州市,否,否,否,CGB1215A0004,"15.59"
319649,2017-08-16,8,14.67,"80",B,2025-07-04,28000,YL,WEY,VV7,WEY VV7s 2017款 2.0T 双离合 超豪型,西安市,否,否,否,CWE0120D0005,"17.78"
319566,2015-09-01,10,22.0,"50",D,2025-07-03,10600,YL,别克,英朗,别克 英朗 2015款 1.5 手自一体 15N 进取型,武汉市,否,否,是,CGB0915A0001,"11.99"
319224,2017-07-17,8,6.53,"80",B,2025-07-04,25100,YL,福特,福克斯,福特 福克斯-两厢 2017款 1.6 双离合 风尚型智行版,西安市,否,否,否,CCF0316D0030,"13.88"
319568,2013-10-18,12,15.2,"60",D,2025-07-04,16500,YL,大众,途观,大众 途观 2013款 1.8TSI 手自一体 四驱舒适版,青岛市,否,否,是,CSV0718A0036,"25.48"
318113,2014-04-22,11,17.0,"60",D,2025-07-03,27000,YL,丰田,凯美瑞,丰田 凯美瑞 2013款 2.0 手自一体 E 精英版,海口市,否,否,是,CGT0120A0074,"17.98"
311470,2015-10-28,10,23.2,"60",C,2025-07-03,7100,YL,雪佛兰,创酷,雪佛兰 创酷 2016款 1.4T 手自一体 两驱豪华型,苏州市,否,否,否,CGX0914A0009,"13.39"
319532,2017-08-16,8,4.8,"80",C,2025-07-04,27100,YL,WEY,VV7,WEY VV7s 2017款 2.0T 双离合 旗舰型,西安市,否,否,否,CWE0120D0006,"18.88"
319617,2022-04-01,3,4.5,"80",A,2025-07-04,114000,YL,丰田,凯美瑞,丰田 凯美瑞 2021款 2.0S 无级 锋尚版,深圳市,否,否,否,CGT0120C0027,"20.58"
306628,2016-07-01,9,15.92,"60",C,2025-07-04,25900,YL,本田,飞度,本田 飞度 2016款 1.5 无级 LX 舒适型,北京市,否,否,否,CGH0315C0043,"8.18"
294263,2018-06-11,7,24.1,"60",B,2025-07-03,78700,YL,丰田,汉兰达,丰田 汉兰达 2018款 2.0T 手自一体 四驱豪华版7座,烟台市,否,否,否,CGT0320A0047,"29.98"
316061,2006-05-16,19,25.35,"50",D,2025-07-03,2600,YL,丰田,花冠,丰田 花冠 2006款 1.8 手动 GLX-i,大连市,否,否,否,CFT0618M0023,"15.78"
319823,2011-08-11,14,18.46,"80",B,2025-07-04,7000,YL,大众,朗逸,大众 朗逸 2011款 1.6 手自一体 品悠版,西安市,否,否,否,CSV0616A0029,"12.48"
319518,2016-07-18,9,18.65,"60",D,2025-07-03,21000,YL,大众,朗行,大众 朗行 2015款 1.4TSI 双离合 230TSI 舒适版,重庆市,否,否,否,CSV0814D0032,"14.99"
311086,2013-08-12,12,14.6,"60",C,2025-07-04,5900,YL,本田,锋范,本田 锋范 2012款 1.5 手动 舒适版,南昌市,否,否,否,CGH0515M0013,"9.68"
314776,2018-12-12,7,4.2,"80",A,2025-07-03,29100,YL,本田,锋范,本田 锋范 2018款 1.5 无级 舒适版,广州市,否,否,否,CGH0515C0025,"8.98"
319984,2009-04-28,16,11.0,"50",D,2025-07-04,8100,YL,本田,思域,本田 思域 2009款 1.8 自动 LXi 经典版,石家庄市,否,是,否,CDH0218A0024,"13.78"
307760,2011-11-07,14,4.6,"50",C,2025-07-03,4500,YL,别克,凯越,别克 凯越 2011款 1.6 自动 LE,杭州市,否,否,否,CGB0516A0065,"11.79"
319999,2014-10-14,11,16.28,"60",A,2025-07-04,10000,YL,大众,POLO,大众 POLO 2016款 1.4 手动 风尚型,西安市,否,否,否,CSV0314M0133,"7.59"
318146,2015-05-18,10,7.82,"30",D,2025-07-03,12100,YL,本田,锋范,本田 锋范 2012款 1.5 手动 舒适版,红河哈尼族彝族自治州,否,否,否,CGH0515M0013,"9.68"
320032,2016-09-08,9,14.5,"60",C,2025-07-03,46000,YL,大众,帕萨特,大众 帕萨特 2016款 1.8TSI 双离合 330TSI 尊荣版,成都市,否,否,否,CSV0218D0080,"22.29"
314778,2013-05-21,12,10.0,"50",C,2025-07-03,5100,YL,别克,英朗,别克 英朗GT 2013款 1.6 手动 进取版,昆明市,否,否,否,CGB0916M0013,"13.77"
319553,2015-12-18,10,14.9,"30",D,2025-07-03,3000,YL,众泰,大迈X5,众泰 大迈X5 2015款 1.5T 手动 精英型5座,红河哈尼族彝族自治州,否,否,否,CZT1315M0001,"7.39"
318143,2014-12-11,11,12.75,"50",D,2025-07-03,8000,YL,哈弗,H2,哈弗 H2 2014款 1.5T 手动 两驱都市版,红河哈尼族彝族自治州,否,否,是,CHA0415M0007,"9.88"
319495,2014-08-13,11,5.9,"60",B,2025-07-04,15100,YL,长安,CS75,长安 CS75 2014款 1.8T 手自一体 时尚型,昆明市,否,否,否,CCA1118A0001,"12.88"
320064,2014-05-04,11,10.29,"60",C,2025-07-03,8400,YL,别克,英朗,别克 英朗XT 2014款 1.6 手自一体 时尚版,重庆市,否,否,否,CGB0916A0067,"14.99"
319870,2014-07-09,11,7.7,"50",C,2025-07-04,3500,YL,众泰,T600,众泰 T600 2014款 1.5T 手动 尊贵型,南昌市,否,否,否,CZT0915M0003,"9.88"
319480,2010-10-13,15,10.5,"60",B,2025-07-04,10000,YL,别克,君威,别克 君威 2010款 2.4 手自一体 精英版,昆明市,否,否,否,CGB0424A0007,"22.89"
320190,2018-01-31,7,9.6,"60",B,2025-07-04,28500,YL,大众,朗逸,大众 朗逸 2017款 1.6 手动 风尚版,昆明市,否,否,否,CSV0616M0114,"10.99"
319860,2014-07-24,11,8.6,"80",B,2025-07-04,7000,YL,雪佛兰,科鲁兹,雪佛兰 科鲁兹 2013款 1.6 手自一体 SL 天地版,沈阳市,否,否,否,CGX0516A0014,"12.79"
320094,2012-12-17,13,11.22,"60",C,2025-07-04,12300,YL,起亚,智跑,起亚 智跑 2012款 2.0 手自一体 两驱 GLS,西安市,否,否,否,CFZ1020A0010,"19.28"
318841,2015-06-19,10,25.0,"60",C,2025-07-03,16700,YL,大众,朗行,大众 朗行 2013款 1.6 手自一体 舒适版,哈尔滨市,否,否,否,CSV0816A0002,"14.09"
305426,2016-12-01,9,9.7,"60",C,2025-07-04,4700,YL,绅宝,X25,绅宝 X25 2015款 1.5 手动 标准型,北京市,否,否,否,CBS0815M0001,"5.58"
320294,2013-10-14,12,11.95,"60",C,2025-07-04,4200,YL,江淮,和悦,江淮 和悦RS 2013款 1.5 手动 舒适版,青岛市,否,否,是,CJC0515M0069,"6.88"
320253,2013-03-21,12,14.3,"60",B,2025-07-04,12300,YL,别克,君威,别克 君威 2012款 2.0 手自一体 豪华版,烟台市,否,否,否,CGB0420A0025,"20.39"
