sample_idx,family_curve,allow_curve_fallback_curve,vehicle_name,brand,series,brand_series,grade,years,mileage_wan,city,actual_price,price_seg,age_seg,energy_type,mileage_bucket,price_extreme_bucket,success_curve,error_message_curve,new_price_curve,predicted_price_curve,residual_rate_curve,c2b_low_curve,c2b_high_curve,b2b_low_curve,b2b_high_curve,hit_c2b_curve,hit_b2b_curve,abs_error_curve,abs_pct_error_curve,debug_model_used_curve,debug_model_name_curve,debug_model_type_curve,debug_model_family_curve,debug_final_model_family_curve,debug_requested_model_family_curve,debug_fallback_triggered_curve,debug_fallback_reason_curve,family_lightgbm,allow_curve_fallback_lightgbm,success_lightgbm,error_message_lightgbm,new_price_lightgbm,predicted_price_lightgbm,residual_rate_lightgbm,c2b_low_lightgbm,c2b_high_lightgbm,b2b_low_lightgbm,b2b_high_lightgbm,hit_c2b_lightgbm,hit_b2b_lightgbm,abs_error_lightgbm,abs_pct_error_lightgbm,debug_model_used_lightgbm,debug_model_name_lightgbm,debug_model_type_lightgbm,debug_model_family_lightgbm,debug_final_model_family_lightgbm,debug_requested_model_family_lightgbm,debug_fallback_triggered_lightgbm,debug_fallback_reason_lightgbm
247,curve,True,斯柯达/昊锐/2012款 1.8T 自动 贵雅版,斯柯达,昊锐,斯柯达-昊锐,优,13.83,16.3949,厦门,0.51,<1万,>10年,燃油,高里程,极端低价,True,,21.79,1.02,0.047,0.97,1.06,0.97,1.27,False,False,0.51,100.0,brand_series,斯柯达-昊锐,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,21.79,0.71,0.0328,0.64,0.71,0.58,0.98,False,False,0.19999999999999996,39.21568627450979,brand_series,斯柯达-昊锐,LightGBM,lightgbm,lightgbm,lightgbm,False,
248,curve,True,日产/轩逸/2012款 1.6 自动 XL豪华版,日产,轩逸,日产-轩逸,差,11.67,29.5899,长沙,1.37,1-3万,>10年,燃油,高里程,中间价,True,,12.08,1.4,0.1156,0.99,1.21,1.05,1.39,False,True,0.029999999999999805,2.1897810218977956,brand_series,日产-轩逸,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,12.08,1.43,0.1187,1.02,1.24,1.08,1.42,False,True,0.05999999999999983,4.379562043795607,brand_series,日产-轩逸,LightGBM,lightgbm,lightgbm,lightgbm,False,
249,curve,True,"中升车源
金杯/新海狮X30L/2016款 1.5 手动 L商务版DLCG14","中升车源
金杯",新海狮X30L,"中升车源
金杯-新海狮X30L",差,9.0,15.6121,北京,1.1,1-3万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
250,curve,True,荣威/RX5新能源/2017款 eRX5 1.5T 自动 50T 混动 互联尊荣旗舰版,荣威,RX5新能源,荣威-RX5新能源,中,6.58,20.988,上海,2.47,1-3万,5-8年,新能源,高里程,中间价,True,,28.59,5.44,0.1903,4.75,5.68,4.95,5.91,False,False,2.97,120.24291497975707,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,28.59,4.19,0.1465,3.64,4.38,3.79,4.56,False,False,1.7200000000000002,69.63562753036437,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
251,curve,True,方程豹/钛7/2025款 190KM四驱Ultra版,方程豹,钛7,方程豹-钛7,优,0.17,0.1384,太原,19.05,10-20万,0-3年,燃油,低里程,极端高价,True,,25.98,17.85,0.687,18.49,19.8,18.61,19.93,True,True,1.1999999999999993,6.299212598425193,car_type,SUV-中型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,25.98,14.8,0.5695,15.06,16.15,15.44,16.55,False,False,4.25,22.309711286089236,car_type,SUV-中型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
252,curve,True,丰田/威驰/2014款 1.5 自动 智臻版,丰田,威驰,丰田-威驰,中,10.58,17.6688,深圳,1.58,1-3万,>10年,燃油,高里程,中间价,True,,9.58,1.59,0.1656,1.32,1.62,1.4,1.78,True,True,0.010000000000000009,0.6329113924050638,brand_series,丰田-威驰,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,9.58,1.61,0.1676,1.34,1.64,1.42,1.8,True,True,0.030000000000000027,1.8987341772151913,brand_series,丰田-威驰,LightGBM,lightgbm,lightgbm,lightgbm,False,
253,curve,True,别克/GL8/2023款 陆上公务舱 2.0T 自动 智享型,别克,GL8,别克-GL8,优,1.83,5.9257,杭州,13.84,10-20万,0-3年,燃油,低里程,极端高价,True,,53.39,25.34,0.4745,28.27,30.38,26.46,28.4,False,False,11.5,83.09248554913295,brand_series,别克-GL8,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,53.39,12.58,0.2356,12.7,13.65,13.13,14.11,False,True,1.2599999999999998,9.104046242774565,brand_series,别克-GL8,LightGBM,lightgbm,lightgbm,lightgbm,False,
254,curve,True,"中升车源
荣威/RX5/2018款 1.5T 自动 20T旗舰版前驱","中升车源
荣威",RX5,"中升车源
荣威-RX5",中,7.75,8.5103,南京,2.98,1-3万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
255,curve,True,名爵/MG6/2018款 1.5T 自动 20T豪华智联版 国VI,名爵,MG6,名爵-MG6,中,6.5,6.8699,温州,2.9,1-3万,5-8年,燃油,低里程,中间价,True,,13.98,3.19,0.2283,2.75,3.34,2.88,3.49,True,True,0.29000000000000004,10.000000000000002,car_type,轿车-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,13.98,2.94,0.2103,2.53,3.07,2.65,3.22,True,True,0.040000000000000036,1.3793103448275874,car_type,轿车-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
256,curve,True,日产/骐达/2021款 1.6 自动 酷动版,日产,骐达,日产-骐达,中,4.08,6.5418,长春,4.58,3-5万,3-5年,燃油,低里程,中间价,True,,12.39,4.73,0.3817,4.12,4.94,4.29,5.15,True,True,0.15000000000000036,3.2751091703056847,brand_series,日产-骐达,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,12.39,4.77,0.3848,4.15,4.98,4.33,5.19,True,True,0.1899999999999995,4.148471615720513,brand_series,日产-骐达,LightGBM,lightgbm,lightgbm,lightgbm,False,
257,curve,True,"中升车源
哈弗/哈弗H6/2015款 1.5T 自动 运动版豪华型前驱","中升车源
哈弗",哈弗H6,"中升车源
哈弗-哈弗H6",差,10.0,15.3835,天津,1.94,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
258,curve,True,奥迪/Q5/2017款 2.0T 自动 40TFSI技术型,奥迪,Q5,奥迪-Q5,中,8.58,8.3804,桂林,9.4,5-10万,8-10年,燃油,低里程,中间价,True,,42.76,7.2,0.1685,6.33,7.48,6.59,7.79,False,False,2.2,23.404255319148938,brand_series,奥迪-Q5,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,42.76,7.71,0.1804,6.78,8.0,7.06,8.33,False,False,1.6900000000000004,17.978723404255323,brand_series,奥迪-Q5,LightGBM,lightgbm,lightgbm,lightgbm,False,
259,curve,True,"中升车源
Jeep/指南者(进口)/2012款 2.0 自动 豪华版前驱 (进口)","中升车源
Jeep",指南者(进口),"中升车源
Jeep-指南者(进口)",中,14.0,9.6917,杭州,2.56,1-3万,>10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
260,curve,True,大众/迈腾/2012款 2.0T 自动 至尊型 改款,大众,迈腾,大众-迈腾,差,13.5,15.8799,长沙,1.28,1-3万,>10年,燃油,高里程,中间价,True,,26.68,2.08,0.0779,1.52,1.84,1.61,1.99,False,False,0.8,62.5,brand_series,大众-迈腾,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,26.68,2.01,0.0752,1.46,1.77,1.55,1.92,False,False,0.7299999999999998,57.03124999999998,brand_series,大众-迈腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
261,curve,True,大众/帕萨特/2014款 1.4T 手动 尊荣版,大众,帕萨特,大众-帕萨特,中,11.83,8.3555,郑州,1.74,1-3万,>10年,燃油,低里程,中间价,True,,18.38,1.91,0.104,1.61,1.97,1.68,2.14,True,True,0.16999999999999993,9.770114942528732,brand_series,大众-帕萨特,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,18.38,1.61,0.0874,1.34,1.64,1.42,1.8,False,True,0.1299999999999999,7.471264367816086,brand_series,大众-帕萨特,LightGBM,lightgbm,lightgbm,lightgbm,False,
262,curve,True,宝骏/560/2015款 1.8 手动 豪华型,宝骏,560,宝骏-560,中,9.92,23.1778,天津,0.85,<1万,8-10年,燃油,高里程,极端低价,True,,7.68,0.68,0.0889,0.51,0.63,0.48,0.88,False,True,0.16999999999999993,19.999999999999993,brand_series,宝骏-560,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,7.68,0.63,0.082,0.47,0.58,0.43,0.83,False,False,0.21999999999999997,25.882352941176467,brand_series,宝骏-560,LightGBM,lightgbm,lightgbm,lightgbm,False,
263,curve,True,马自达/马3星骋三厢/2011款 1.6 自动 舒适型,马自达,马3星骋三厢,马自达-马3星骋三厢,中,12.42,8.1591,杭州,1.46,1-3万,>10年,燃油,低里程,中间价,True,,12.28,1.27,0.1037,1.04,1.28,1.12,1.42,False,False,0.18999999999999995,13.013698630136982,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,12.28,1.31,0.1068,1.08,1.32,1.15,1.47,False,True,0.1499999999999999,10.27397260273972,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
264,curve,True,奥迪/A4L/2013款 2.0T 自动 35TFSI舒适型,奥迪,A4L,奥迪-A4L,差,12.17,19.7024,上海,2.52,1-3万,>10年,燃油,高里程,中间价,True,,30.98,3.53,0.1139,2.65,3.18,2.76,3.32,False,False,1.0099999999999998,40.07936507936507,car_type,轿车-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,30.98,2.45,0.079,1.8,2.18,1.9,2.35,False,False,0.06999999999999984,2.7777777777777715,car_type,轿车-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
265,curve,True,"中升车源
丰田/卡罗拉/2014款 1.6 自动 GL","中升车源
丰田",卡罗拉,"中升车源
丰田-卡罗拉",中,9.58,4.5289,惠州,3.05,3-5万,8-10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
266,curve,True,众泰/T600/2016款 2.0T 自动 运动版尊贵型,众泰,T600,众泰-T600,差,9.08,7.8471,铜陵,0.8,<1万,8-10年,燃油,低里程,极端低价,True,,12.68,0.57,0.045,0.35,0.43,0.3,0.7,False,False,0.2300000000000001,28.750000000000007,brand_series,众泰-T600,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,12.68,0.68,0.0539,0.44,0.54,0.39,0.79,False,False,0.12,15.0,brand_series,众泰-T600,LightGBM,lightgbm,lightgbm,lightgbm,False,
267,curve,True,凯迪拉克/CT5/2022款 2.0T 自动 28T 豪华型（标准版）,凯迪拉克,CT5,凯迪拉克-CT5,中,3.5,6.2965,北京,12.5,10-20万,3-5年,燃油,低里程,极端高价,True,,35.27,14.16,0.4013,12.77,14.74,13.13,15.15,False,False,1.6600000000000001,13.28,car_type,SUV-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,35.27,16.07,0.4556,14.66,16.87,14.93,17.17,False,False,3.5700000000000003,28.560000000000002,car_type,SUV-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
268,curve,True,别克/英朗三厢/2015款 1.5 手动 15N进取型,别克,英朗三厢,别克-英朗三厢,差,10.25,10.0249,石家庄,0.9,<1万,>10年,燃油,低里程,极端低价,True,,10.99,1.66,0.1513,1.2,1.45,1.25,1.65,False,False,0.7599999999999999,84.44444444444443,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,10.99,1.53,0.1392,1.09,1.33,1.16,1.52,False,False,0.63,70.0,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
269,curve,True,别克/英朗两厢/2014款 1.6 自动 XT舒适型,别克,英朗两厢,别克-英朗两厢,差,11.92,7.7483,上饶,0.84,<1万,>10年,燃油,低里程,极端低价,True,,14.49,1.64,0.1134,1.18,1.44,1.24,1.64,False,False,0.7999999999999999,95.23809523809523,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,14.49,1.54,0.1062,1.1,1.34,1.17,1.53,False,False,0.7000000000000001,83.33333333333334,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
270,curve,True,丰田/致炫/2014款 1.5 自动 G炫动版,丰田,致炫,丰田-致炫,中,12.17,10.6975,金华,1.83,1-3万,>10年,燃油,高里程,中间价,True,,8.78,0.97,0.11,0.77,0.95,0.77,1.17,False,False,0.8600000000000001,46.994535519125684,car_type,轿车-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,8.78,0.83,0.0945,0.65,0.8,0.63,1.03,False,False,1.0,54.64480874316939,car_type,轿车-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
271,curve,True,"中升车源
哈弗/哈弗H6/2015款 1.5T 自动 运动版豪华型前驱","中升车源
哈弗",哈弗H6,"中升车源
哈弗-哈弗H6",差,10.58,15.4241,武汉,1.16,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
272,curve,True,宝马/1系/2018款 1.5T 自动 118i运动型,宝马,1系,宝马-1系,差,7.75,12.0422,深圳,3.86,3-5万,5-8年,燃油,高里程,中间价,True,,22.58,4.14,0.1835,3.13,3.75,3.26,3.91,False,True,0.2799999999999998,7.25388601036269,brand_series,宝马-1系,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,22.58,4.13,0.1828,3.12,3.73,3.25,3.89,False,True,0.27,6.994818652849742,brand_series,宝马-1系,LightGBM,lightgbm,lightgbm,lightgbm,False,
273,curve,True,WEY/VV6/2018款 2.0T 自动 旗舰型前驱,WEY,VV6,WEY-VV6,中,7.25,9.3503,上海,3.11,3-5万,5-8年,燃油,低里程,中间价,True,,16.2,2.96,0.1828,2.55,3.09,2.67,3.24,False,True,0.1499999999999999,4.823151125401927,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,16.2,2.81,0.1737,2.42,2.94,2.54,3.08,False,False,0.2999999999999998,9.646302250803855,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
274,curve,True,"中升车源
奔驰/S级/2017款 3.0T 自动 S320L豪华型 (进口)","中升车源
奔驰",S级,"中升车源
奔驰-S级",中,8.42,19.0316,东莞,20.9,>20万,8-10年,燃油,高里程,极端高价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
275,curve,True,本田/思域/2016款 1.5T 自动 220TURBO尊贵版,本田,思域,本田-思域,优,9.5,11.4665,苏州,4.88,3-5万,8-10年,燃油,高里程,中间价,True,,12.99,4.06,0.3128,4.09,4.46,4.26,4.65,False,False,0.8200000000000003,16.803278688524596,brand_series,本田-思域,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,12.99,3.48,0.2676,3.49,3.82,3.65,3.99,False,False,1.4,28.688524590163933,brand_series,本田-思域,LightGBM,lightgbm,lightgbm,lightgbm,False,
276,curve,True,广汽传祺/传祺GS8/2017款 2.0T 自动 320T 两驱豪华智联版（七座）,广汽传祺,传祺GS8,广汽传祺-传祺GS8,中,8.58,12.1341,哈尔滨,4.61,3-5万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
277,curve,True,"中升车源
大众/POLO两厢/2014款 1.6 自动 舒适版","中升车源
大众",POLO两厢,"中升车源
大众-POLO两厢",中,10.25,5.7484,长沙,2.35,1-3万,>10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
278,curve,True,大众/速腾/2014款 1.6 自动 领先型 改款,大众,速腾,大众-速腾,差,10.75,10.9846,郑州,2.83,1-3万,>10年,燃油,高里程,中间价,True,,15.08,2.11,0.1399,1.54,1.87,1.63,2.02,False,False,0.7200000000000002,25.441696113074215,brand_series,大众-速腾,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,15.08,1.96,0.1301,1.43,1.73,1.48,1.96,False,False,0.8700000000000001,30.742049469964666,brand_series,大众-速腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
279,curve,True,宝马/5系（进口）/2012款 2.0T 自动 528i豪华型四驱 (进口),宝马,5系（进口）,宝马-5系（进口）,优,12.08,8.256,杭州,5.75,5-10万,>10年,燃油,低里程,中间价,True,,58.58,6.15,0.1049,6.18,6.72,6.44,6.99,False,False,0.40000000000000036,6.956521739130441,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,58.58,4.5,0.0769,4.53,4.94,4.72,5.15,False,False,1.25,21.73913043478261,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
280,curve,True,起亚/K2三厢/2012款 1.4 手动 GLS纪念版,起亚,K2三厢,起亚-K2三厢,中,11.42,10.0343,西安,0.95,<1万,>10年,燃油,低里程,极端低价,True,,7.79,0.96,0.1232,0.76,0.94,0.76,1.16,False,True,0.010000000000000009,1.0526315789473695,car_type,轿车-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,7.79,0.96,0.1232,0.76,0.94,0.76,1.16,False,True,0.010000000000000009,1.0526315789473695,car_type,轿车-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
281,curve,True,DS/DS6/2014款 1.6T 自动 豪华版THP160,DS,DS6,DS-DS6,差,10.0,10.6028,宁波,1.4,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
282,curve,True,斯柯达/柯珞克/2018款 1.4T 自动 TSI280舒适版,斯柯达,柯珞克,斯柯达-柯珞克,中,6.5,5.2448,合肥,4.16,3-5万,5-8年,燃油,低里程,中间价,True,,16.99,4.82,0.2838,4.2,5.04,4.38,5.24,False,False,0.6600000000000001,15.865384615384617,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,16.99,4.48,0.2639,3.9,4.69,4.07,4.88,True,True,0.3200000000000003,7.692307692307699,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
283,curve,True,长安凯程/睿行M70/2017款 1.5 手动 标准型背掀门DAM15DL,长安凯程,睿行M70,长安凯程-睿行M70,差,8.17,20.1125,杭州,0.52,<1万,8-10年,燃油,高里程,极端低价,True,,4.89,1.03,0.2098,0.7,0.86,0.74,1.04,False,False,0.51,98.07692307692307,car_type,MPV-紧凑型车-国产,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,4.89,0.72,0.1476,0.47,0.58,0.43,0.83,True,True,0.19999999999999996,38.46153846153845,car_type,MPV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
284,curve,True,东风风行/风行T5 Evo/2021款 1.5TD 自动 DCT星耀版,东风风行,风行T5 Evo,东风风行-风行T5 Evo,中,4.83,11.2166,北京,3.21,3-5万,3-5年,新能源,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
285,curve,True,一汽/夏利N5/2014款 1.3 手动 舒适型,一汽,夏利N5,一汽-夏利N5,中,9.42,6.2523,天津,0.48,<1万,8-10年,燃油,低里程,极端低价,True,,7.99,1.47,0.1843,1.22,1.5,1.29,1.65,False,False,0.99,206.25,car_type,SUV-小型车-国产,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,7.99,1.22,0.1522,0.99,1.22,1.07,1.37,False,False,0.74,154.16666666666669,car_type,SUV-小型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
286,curve,True,丰田/卡罗拉/2014款 1.6 自动 GL,丰田,卡罗拉,丰田-卡罗拉,中,9.83,5.9009,揭阳,3.6,3-5万,8-10年,燃油,低里程,中间价,True,,13.68,3.03,0.2218,2.61,3.17,2.74,3.32,False,False,0.5700000000000003,15.833333333333341,brand_series,丰田-卡罗拉,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.68,3.12,0.2277,2.69,3.25,2.81,3.41,False,False,0.48,13.333333333333334,brand_series,丰田-卡罗拉,LightGBM,lightgbm,lightgbm,lightgbm,False,
287,curve,True,智己汽车/智己LS6/2025款 长续航灵蜥智享剧院版,智己汽车,智己LS6,智己汽车-智己LS6,中,1.33,1.2988,曲靖,14.4,10-20万,0-3年,燃油,低里程,极端高价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
288,curve,True,本田/XR-V/2015款 1.8 自动 EXi舒适版,本田,XR-V,本田-XR-V,中,10.25,12.3777,深圳,4.23,3-5万,>10年,燃油,高里程,中间价,True,,16.28,3.8,0.2334,3.29,3.97,3.44,4.15,False,False,0.4300000000000006,10.165484633569752,brand_series,本田-XR-V,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.28,3.57,0.2195,3.09,3.74,3.23,3.9,False,False,0.6600000000000006,15.602836879432635,brand_series,本田-XR-V,LightGBM,lightgbm,lightgbm,lightgbm,False,
289,curve,True,Jeep/指南者/2017款 1.4T 自动 200T家享版前驱,Jeep,指南者,Jeep-指南者,中,7.75,12.677,西安,2.66,1-3万,5-8年,燃油,高里程,中间价,True,,17.98,2.72,0.1512,2.33,2.83,2.45,2.98,True,True,0.06000000000000005,2.2556390977443628,brand_series,Jeep-指南者,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,17.98,2.68,0.1489,2.3,2.79,2.41,2.93,True,True,0.020000000000000018,0.7518796992481209,brand_series,Jeep-指南者,LightGBM,lightgbm,lightgbm,lightgbm,False,
290,curve,True,"中升车源
大众/朗逸/2013款 1.6 自动 经典舒适版 改款","中升车源
大众",朗逸,"中升车源
大众-朗逸",差,12.5,10.545,天津,1.18,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
291,curve,True,"中升车源
沃尔沃/XC Classic/2014款 2.5T 自动 T5豪华版","中升车源
沃尔沃",XC Classic,"中升车源
沃尔沃-XC Classic",中,9.92,7.9338,上海,5.08,5-10万,8-10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
292,curve,True,别克/GL8/2021款 2.0T 自动 Avenir艾维亚 七座亲礼版,别克,GL8,别克-GL8,中,4.58,11.3484,盐城,18.8,10-20万,3-5年,燃油,高里程,极端高价,True,,26.99,9.86,0.3653,8.73,10.2,9.08,10.61,False,False,8.940000000000001,47.55319148936171,brand_series,别克-GL8,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,26.99,10.79,0.3999,9.59,11.17,9.96,11.6,False,False,8.010000000000002,42.60638297872341,brand_series,别克-GL8,LightGBM,lightgbm,lightgbm,lightgbm,False,
293,curve,True,宝马/5系/2021款 2.0T 自动 530Li尊享型M运动套装,宝马,5系,宝马-5系,优,4.5,2.271,南宁,27.0,>20万,3-5年,燃油,低里程,极端高价,True,,50.19,20.73,0.4129,21.98,23.55,21.62,23.14,False,False,6.27,23.22222222222222,brand_series,宝马-5系,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,50.19,22.53,0.449,24.34,26.09,23.51,25.18,False,False,4.469999999999999,16.55555555555555,brand_series,宝马-5系,LightGBM,lightgbm,lightgbm,lightgbm,False,
294,curve,True,雪铁龙/C5/2013款 2.3 自动 尊驭型,雪铁龙,C5,雪铁龙-C5,中,12.08,13.2988,上海,1.0,1-3万,>10年,燃油,高里程,中间价,True,,20.59,0.94,0.0459,0.75,0.92,0.75,1.15,False,True,0.06000000000000005,6.000000000000005,brand_series,雪铁龙-C5,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,20.59,0.97,0.0469,0.77,0.95,0.77,1.17,False,True,0.030000000000000027,3.0000000000000027,brand_series,雪铁龙-C5,LightGBM,lightgbm,lightgbm,lightgbm,False,
295,curve,True,奥迪/A6L/2012款 2.5 自动 30FSI舒适型,奥迪,A6L,奥迪-A6L,中,12.75,32.9016,衡水,4.88,3-5万,>10年,燃油,高里程,中间价,True,,43.28,3.52,0.0813,3.04,3.68,3.18,3.84,False,False,1.3599999999999999,27.86885245901639,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,43.28,3.41,0.0788,2.95,3.57,3.08,3.73,False,False,1.4699999999999998,30.122950819672127,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
296,curve,True,"中升车源
奥迪/A6L/2009款 2.4 自动 舒适型","中升车源
奥迪",A6L,"中升车源
奥迪-A6L",差,16.5,14.0111,天津,1.14,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
297,curve,True,大众/高尔夫/2014款 1.4T 自动 舒适型,大众,高尔夫,大众-高尔夫,差,11.75,16.0376,北京,2.62,1-3万,>10年,燃油,高里程,中间价,True,,15.49,2.48,0.16,1.83,2.21,1.92,2.38,False,False,0.14000000000000012,5.343511450381684,brand_series,大众-高尔夫,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,15.49,2.37,0.1532,1.75,2.11,1.84,2.27,False,False,0.25,9.541984732824426,brand_series,大众-高尔夫,LightGBM,lightgbm,lightgbm,lightgbm,False,
